Tijdstip;m3/s;kg CL / s
01-01-2003 00:00;27.457495408129628;4.830342374823474
02-01-2003 00:00;26.573507096302937;5.116378748130319
03-01-2003 00:00;29.70038045554704;6.222569659661597
04-01-2003 00:00;29.741283548798172;5.3192977713743375
05-01-2003 00:00;29.285290785562285;4.180009022588839
06-01-2003 00:00;28.2595896720159;4.09254089835091
07-01-2003 00:00;30.28503803054938;3.170260862602709
08-01-2003 00:00;31.685817525168723;2.4612471646771175
09-01-2003 00:00;28.165714852913577;6.102926681010215
10-01-2003 00:00;28.788025774771604;6.408719267487758
11-01-2003 00:00;30.395205354611107;4.32164644312175
12-01-2003 00:00;28.62340404285788;6.13508123109821
13-01-2003 00:00;28.86472453010508;4.849749218337271
14-01-2003 00:00;30.215167322628822;3.2943580980063443
15-01-2003 00:00;25.2371411582971;4.155290968297694
16-01-2003 00:00;25.28835320581481;8.70917611761191
17-01-2003 00:00;31.326247936722222;4.936682810622403
18-01-2003 00:00;27.697431745697674;5.546114299494239
19-01-2003 00:00;30.288599510631716;5.764435581919547
20-01-2003 00:00;28.154464437837273;4.515674173698709
21-01-2003 00:00;29.393767539611105;4.187711891685914
22-01-2003 00:00;30.780637233555552;3.7137186679195127
23-01-2003 00:00;28.52591070333333;5.2997784237760746
24-01-2003 00:00;29.926062772981485;4.7603355826622185
25-01-2003 00:00;30.83577886925925;5.002800547689904
26-01-2003 00:00;29.034248764907403;5.481430582097108
27-01-2003 00:00;27.588319897981478;4.072277535037993
28-01-2003 00:00;26.695899601055554;3.8538510397054564
29-01-2003 00:00;27.625142866444442;5.320187996332422
30-01-2003 00:00;29.385168129037034;4.952887420410567
31-01-2003 00:00;31.454555913722217;4.556079022147319
01-02-2003 00:00;30.61995430661111;3.8503656247651867
02-02-2003 00:00;28.170338649166663;4.223328497153934
03-02-2003 00:00;28.84313349010494;5.441650950968344
04-02-2003 00:00;24.49175009284347;4.488573795622987
05-02-2003 00:00;27.191102041051586;3.147240548774847
06-02-2003 00:00;31.844513596574075;4.250432575659413
07-02-2003 00:00;29.62966704463426;5.330643073407886
08-02-2003 00:00;27.823528825718682;5.391529611821604
09-02-2003 00:00;27.754543222535947;4.908458330465464
10-02-2003 00:00;32.590525153314815;4.102002342122688
11-02-2003 00:00;31.967686058074072;2.8594993920457417
12-02-2003 00:00;26.102106088061728;3.1605834892158993
13-02-2003 00:00;31.44323656325593;5.102578000154308
14-02-2003 00:00;31.838898471955833;5.212213069980247
15-02-2003 00:00;28.43830360335613;3.340675872392242
16-02-2003 00:00;30.379910167903294;5.357467603749509
17-02-2003 00:00;25.805772813954732;2.865392802950517
18-02-2003 00:00;30.219860464316305;3.5470246390675753
19-02-2003 00:00;31.447928837455297;3.196897852339253
20-02-2003 00:00;28.2991943349074;4.254327186983286
21-02-2003 00:00;30.63411537325926;4.199230652014137
22-02-2003 00:00;30.365998587627573;3.92292124118715
23-02-2003 00:00;32.47933303057613;3.9283496370438127
24-02-2003 00:00;28.531238456351854;3.92216759446098
25-02-2003 00:00;28.246970103518517;3.0969792560863487
26-02-2003 00:00;29.589919935981477;4.296337952137804
27-02-2003 00:00;31.187337780520206;3.584293452250142
28-02-2003 00:00;30.779918829155722;3.1202120869549814
01-03-2003 00:00;30.003908993545206;5.397784104564502
02-03-2003 00:00;29.524883863740733;3.314675810271637
03-03-2003 00:00;29.02950341897845;4.10496281574273
04-03-2003 00:00;31.449051995161746;2.5992581111172934
