Tijdstip;m3/s;kg CL / s
01-01-2003 00:00;28.1352408072963;4.445213157293912
02-01-2003 00:00;26.729448284784414;4.588665240972236
03-01-2003 00:00;30.091228890047038;5.705451372560328
04-01-2003 00:00;29.57412252665002;4.92986141747091
05-01-2003 00:00;28.467337923609428;4.075798208107993
06-01-2003 00:00;28.323377149709504;3.9049105264625275
07-01-2003 00:00;29.976192112030862;2.9948537447666235
08-01-2003 00:00;31.014226599390938;2.3367965806816344
09-01-2003 00:00;28.153133566987652;5.727592994137651
10-01-2003 00:00;28.44877906582716;6.094925396045254
11-01-2003 00:00;31.0459200437037;3.8747724119925535
12-01-2003 00:00;28.806530978950473;5.639857681250312
13-01-2003 00:00;29.520166315197677;4.518831708684233
14-01-2003 00:00;30.568940377517713;2.959345826023926
15-01-2003 00:00;25.043810169667466;3.8350441673562337
16-01-2003 00:00;25.790257626018516;8.057384568359737
17-01-2003 00:00;30.987275508759254;4.710071439477689
18-01-2003 00:00;27.28876338843841;5.24138927839783
19-01-2003 00:00;30.43949908255764;5.423806170333925
20-01-2003 00:00;27.675425038281716;4.227647640291313
21-01-2003 00:00;29.394688172407403;3.8246423677621495
22-01-2003 00:00;30.063206548370363;3.4733647613273018
23-01-2003 00:00;27.89557039916667;5.088803269106725
24-01-2003 00:00;29.214951661870366;4.629976659821624
25-01-2003 00:00;30.338927017407407;4.86508705068542
26-01-2003 00:00;29.13721806596296;5.02497149912724
27-01-2003 00:00;28.252374165296295;3.5853827162791685
28-01-2003 00:00;26.18662746346297;3.593264876918232
29-01-2003 00:00;27.145698421999995;5.167419969618488
30-01-2003 00:00;28.534057017925925;4.858576784549784
31-01-2003 00:00;30.696778135944445;4.4386920456808685
01-02-2003 00:00;30.345058760074068;3.545617950869786
02-02-2003 00:00;28.34515789144444;3.785391240862716
03-02-2003 00:00;28.931357794845677;5.072147290556334
04-02-2003 00:00;24.387670949139768;4.001378888905811
05-02-2003 00:00;27.0578403693664;2.8764771522260033
06-02-2003 00:00;31.55562259227777;4.114036463128672
07-02-2003 00:00;30.102046389597216;4.818038474610884
08-02-2003 00:00;27.657263054977935;5.140268671334872
09-02-2003 00:00;27.977757240943347;4.443596815678823
10-02-2003 00:00;33.05163626442593;3.9655179776334917
11-02-2003 00:00;33.20754742007407;2.6230488474173628
12-02-2003 00:00;25.867976689580246;2.8625046043954816
13-02-2003 00:00;31.545726654996674;4.577785942276538
14-02-2003 00:00;31.37402977188176;5.029165027730524
15-02-2003 00:00;28.023824534245016;3.041083385303036
16-02-2003 00:00;30.092383300211935;5.154996130752344
17-02-2003 00:00;27.891484549072015;2.5460437957984707
18-02-2003 00:00;29.774148394168154;3.1672264361510782
19-02-2003 00:00;31.035294976714553;3.032056267249459
20-02-2003 00:00;28.644748750277778;3.872781117758685
21-02-2003 00:00;30.37179388129885;3.9687998166112077
22-02-2003 00:00;30.153197116365757;3.472570096105723
23-02-2003 00:00;31.942120875465015;3.680725006926493
24-02-2003 00:00;28.838090089166666;3.6429053274817926
25-02-2003 00:00;28.808560509185185;2.8026693340701847
26-02-2003 00:00;29.20309666088889;3.9704703743903487
27-02-2003 00:00;31.615519330112793;3.4066934611558617
28-02-2003 00:00;30.78835746556313;2.8942444295408287
01-03-2003 00:00;29.841359211545207;5.0363511711583575
02-03-2003 00:00;31.40658483743355;2.964417637720669
03-03-2003 00:00;28.246562242507864;3.985916448955733
04-03-2003 00:00;30.910179903383973;2.4280631323937825
05-03-2003 00:00;29.507253106434955;2.497715033963979
06-03-2003 00:00;29.584481322336774;4.058342639566672
07-03-2003 00:00;30.36974358741112;4.083156262334442
08-03-2003 00:00;25.796030995381734;3.631583177809869
09-03-2003 00:00;29.53048936557071;5.313827123927917
10-03-2003 00:00;28.68183885535522;4.422356119498996
11-03-2003 00:00;26.74617382574074;3.0113553315244435
12-03-2003 00:00;27.147035599683417;4.906459761366192
13-03-2003 00:00;31.061616776335093;4.148411656346561
14-03-2003 00:00;30.923229251277775;3.746945790519441
15-03-2003 00:00;10.211603627648275;12.372627655747317
16-03-2003 00:00;10.415082518682668;16.340311794839206
17-03-2003 00:00;8.456371888909798;15.03141990562596
18-03-2003 00:00;9.680848956831277;10.141405516570146
19-03-2003 00:00;9.781827521279835;12.73190975966797
20-03-2003 00:00;8.194746077629631;16.73280361947463
21-03-2003 00:00;9.199979575622507;19.594870838427696
22-03-2003 00:00;9.820683969655274;18.988813036213184
23-03-2003 00:00;8.639985867351854;22.139164912536692
24-03-2003 00:00;9.245210497537037;15.762053835278657
25-03-2003 00:00;9.96748177012963;8.87259422794649
26-03-2003 00:00;9.75041169425926;14.463743077362135
27-03-2003 00:00;9.60129614751852;13.697946482457766
28-03-2003 00:00;8.960800704740741;19.367904081328533
29-03-2003 00:00;8.925770950993826;16.540772130561486
30-03-2003 00:00;8.14401054717284;14.44878413933254
31-03-2003 00:00;8.756795562703704;16.33390170399015
01-04-2003 00:00;8.262232305296298;9.499668341377005
02-04-2003 00:00;6.233239630462963;15.623183119644832
03-04-2003 00:00;8.432647712692308;18.531841275189514
04-04-2003 00:00;9.68981093719658;20.407683705835076
05-04-2003 00:00;8.763590307614814;12.798712682248375
06-04-2003 00:00;9.404305401408577;20.117730265897293
07-04-2003 00:00;9.828157744143272;15.956785162055914
08-04-2003 00:00;9.098423649506174;9.252800595526914
09-04-2003 00:00;10.275227233299383;10.042045627337894
10-04-2003 00:00;9.572545577305558;19.12003381354241
11-04-2003 00:00;8.685008652481484;20.892623716890935
12-04-2003 00:00;8.172280716814816;13.655971630472854
13-04-2003 00:00;9.42006207598148;18.952704830739624
14-04-2003 00:00;10.671552262802471;11.090228755026029
15-04-2003 00:00;7.929778085753682;11.123426299699982
16-04-2003 00:00;8.614191006536439;12.471786063975333
17-04-2003 00:00;8.120484009551724;16.494450120524956
18-04-2003 00:00;9.042806190971845;16.30795839597052
19-04-2003 00:00;9.384839558822108;19.69681084937769
20-04-2003 00:00;9.366572031950618;18.658983754736667
21-04-2003 00:00;7.4425439706296315;15.615112420011894
22-04-2003 00:00;8.156839979814816;10.356223129041881
23-04-2003 00:00;9.612595681574074;15.925574918563619
24-04-2003 00:00;10.156758852907407;14.087443963575417
25-04-2003 00:00;10.627686491346154;17.94118728444592
26-04-2003 00:00;8.659395299005698;21.579255813207716
27-04-2003 00:00;8.851301681833334;15.447074046580925
28-04-2003 00:00;8.913955781611111;17.230488951016053
29-04-2003 00:00;7.998247382725928;12.662711668591822
30-04-2003 00:00;9.29617232944074;11.500156010411828
01-05-2003 00:00;8.919202339658732;18.096577055726982
02-05-2003 00:00;9.648052399600529;19.15094338433473
03-05-2003 00:00;8.48373301603704;11.520752387237042
04-05-2003 00:00;9.28656576529357;20.149521092410296
05-05-2003 00:00;8.316375478243469;22.97589654531664
06-05-2003 00:00;7.157960895037036;11.375434267793732
07-05-2003 00:00;9.637581790296295;8.965303519265465
08-05-2003 00:00;9.98403715238889;16.29548275899179
09-05-2003 00:00;9.107339493629624;20.372494950637137
10-05-2003 00:00;8.313613174537036;15.597724900903675
11-05-2003 00:00;8.542738128203705;19.847847147951008
12-05-2003 00:00;10.097292040535356;14.768420192927037
13-05-2003 00:00;9.709519476335018;10.66155344815118
14-05-2003 00:00;8.791876046641688;12.167956801285456
15-05-2003 00:00;9.554003208062015;15.095304634109016
16-05-2003 00:00;9.402075680481481;17.51692315132887
17-05-2003 00:00;9.966824630105227;17.59570425821601
18-05-2003 00:00;9.262362249228104;17.451731286707282
19-05-2003 00:00;8.646690342944444;15.273994774431046
20-05-2003 00:00;8.061354771684588;13.131645231402157
21-05-2003 00:00;9.41995416524134;14.78723753118506
22-05-2003 00:00;9.871024646333336;17.54204720159872
23-05-2003 00:00;10.748467514228812;20.119211729461295
24-05-2003 00:00;8.136616861604521;21.81169359757518
25-05-2003 00:00;9.365409797648148;14.367020926136075
26-05-2003 00:00;9.289831871648147;13.714064999097221
27-05-2003 00:00;8.160841773213967;11.3062363424021
28-05-2003 00:00;8.231687613378627;12.793278819084703
29-05-2003 00:00;8.915222908783413;19.258409515331454
30-05-2003 00:00;9.542669582300464;17.599818043521296
31-05-2003 00:00;7.982628687749454;12.591537161361336
01-06-2003 00:00;8.580160205602724;23.441087332336995
02-06-2003 00:00;9.331207045360241;15.130722882180546
03-06-2003 00:00;7.859342416481484;10.095555431579548
04-06-2003 00:00;7.947839924981483;13.606303165966567
05-06-2003 00:00;7.95298761155787;20.81531024466497
06-06-2003 00:00;8.655208631293982;21.36907563456098
07-06-2003 00:00;8.974523486283475;16.985823295618193
08-06-2003 00:00;9.25156951011913;22.278237974076603
09-06-2003 00:00;8.431876506838133;14.628339835356057
10-06-2003 00:00;8.971062119386502;16.594153443411525
11-06-2003 00:00;8.924792502502392;16.706020491747402
12-06-2003 00:00;9.801508105120371;15.886002587687923
13-06-2003 00:00;10.083799431583337;17.059835424019564
14-06-2003 00:00;8.33638561423879;20.251519055345906
15-06-2003 00:00;10.052331438903181;18.251601870174504
16-06-2003 00:00;9.136682199228396;14.670957585616636
17-06-2003 00:00;8.828618213921523;10.221445700944827
18-06-2003 00:00;9.500352403615516;13.866312520072018
19-06-2003 00:00;8.632950148148147;21.48300162935748
20-06-2003 00:00;10.344894125572797;20.285590547360517
21-06-2003 00:00;8.571996368297572;24.809867136818106
22-06-2003 00:00;10.296526098314818;15.557999740230851
23-06-2003 00:00;8.889379690722222;16.13471970563558
24-06-2003 00:00;9.637527693500001;11.926920618616808
25-06-2003 00:00;9.091986113314814;13.771467795294175
26-06-2003 00:00;9.414614066528951;16.650164497807232
27-06-2003 00:00;10.091492493625932;20.878870613721617
28-06-2003 00:00;9.306299611034266;15.673075388782376
29-06-2003 00:00;9.037619237199744;20.066317416248182
30-06-2003 00:00;9.23609962989886;15.316211450759695
01-07-2003 00:00;7.6328913706937325;12.931012081698157
02-07-2003 00:00;6.33325626022222;20.218019254256358
03-07-2003 00:00;8.715161220226578;22.74431926702366
04-07-2003 00:00;8.983352672631614;22.297046402986663
05-07-2003 00:00;8.483965620690467;20.751447559598592
06-07-2003 00:00;9.19179342978249;22.491459592072378
07-07-2003 00:00;8.637643951520696;16.52731706307229
08-07-2003 00:00;9.200105658481482;14.2520846218675
09-07-2003 00:00;9.09413288812963;16.044842049532836
10-07-2003 00:00;9.86997134363248;15.875277300482919
11-07-2003 00:00;9.353049486961435;22.54826683784104
12-07-2003 00:00;9.213733351035714;17.05433179093827
13-07-2003 00:00;8.956805295333334;22.7373746694665
14-07-2003 00:00;7.719350436353472;14.96873211619692
15-07-2003 00:00;8.390812070861244;10.56644026899092
16-07-2003 00:00;8.429786730674174;17.0177576736408
17-07-2003 00:00;9.627374926740739;16.902874076435268
18-07-2003 00:00;11.478175412057869;15.09641536516555
19-07-2003 00:00;9.300995742738426;21.549915485070343
20-07-2003 00:00;9.333285074444445;18.414439448432766
21-07-2003 00:00;9.219460799759258;14.839795268260044
22-07-2003 00:00;9.475847274314818;11.51601583379226
23-07-2003 00:00;7.250738498907408;15.855290665000178
24-07-2003 00:00;7.8514672868251045;19.735024712389777
25-07-2003 00:00;9.364044288188126;18.389855845469363
26-07-2003 00:00;8.21312978404233;12.685580008301558
