Tijdstip;Waterstand streefwaarde;Waterstand werkelijk;Volkeraksluizen;Dintel;Vliet;Krammersluizen;Krammersluizen (na correctie);Bergse diepsluis;Kreekraksluizen;Bathse spuisluis (voor correctie);Bathse spuisluis;Watervraag Hollandse Delta;Watervraag Brabantse Delta;Watervraag Scheldestromen;Neerslag;Verdamping;Kwel
;m NAP;m NAP;m3/s;m3/s;m3/s;m3/s;m3/s;m3/s;m3/s;m3/s;m3/s;m3/s;m3/s;m3/s;mm/d;mm/d;mm/d
2019-04-01 00:00;-0.1;-0.09999999999999999;15.0;6.4;0.768;7.964225865148148;7.964225865148148;1;2;14.241274134851858;14.241274134851858;0.5;0.9;3;11.7;0.9;0
2019-04-02 00:00;-0.1;-0.09999999999999999;15.0;7.662999999999999;0.622;6.195519675925926;6.195519675925926;1;2;11.514422453703713;11.514422453703713;0.5;0.9;3;4.05;1.4;0
2019-04-03 00:00;-0.1;-0.1;15.0;4.739;0.578;8.797028264062678;8.797028264062678;1;2;3.396881458159542;3.396881458159542;0.5;0.9;3;0.6500000000000001;1.7;0
2019-04-04 00:00;-0.1;-0.1;15.0;4.952;0.5489999999999999;9.784882706122508;9.784882706122508;1;2;2.6963256272108227;2.6963256272108227;0.5;0.9;3;0.0;0.9;0
2019-04-05 00:00;-0.1;-0.1;15.0;4.776;-0.6779999999999999;9.040609272929627;9.040609272929627;1;2;1.0734786900333344;1.0734786900333344;0.5;0.9;3;0.0;2.3;0
2019-04-06 00:00;-0.1;-0.1;15.0;5.439;0.324;9.332151442093762;9.332151442093762;1;2;2.8601309653136466;2.8601309653136466;0.5;0.9;3;0.0;1.7;0
2019-04-07 00:00;-0.1;-0.1;15.0;4.44;0.07200000000000001;10.318279907402534;10.318279907402534;1;2;0.0032108333382083742;0.0032108333382083742;0.5;0.9;3;0.0;2.6;0
2019-04-08 00:00;-0.1;-0.1;15.0;4.883;0.64;8.782634358580248;8.782634358580248;1;2;2.6187221229012327;2.6187221229012327;0.5;0.9;3;0.0;2.5;0
2019-04-09 00:00;-0.1;-0.1;15.0;5.2379999999999995;1.544;10.065693049021606;10.065693049021606;1;2;3.0078578769043194;3.0078578769043194;0.5;0.9;3;0.0;1.9;0
2019-04-10 00:00;-0.1;-0.1;15.0;4.289;-0.946;9.947924126657409;9.947924126657409;1;2;0.5818814288981449;0.5818814288981449;0.5;0.9;3;1.2000000000000002;1.8;0
2019-04-11 00:00;-0.1;-0.1;15.0;4.891;0.183;8.589814244185185;8.589814244185185;1;2;3.3266626076666648;3.3266626076666648;0.5;0.9;3;0.0;1.1;0
2019-04-12 00:00;-0.1;-0.1;15.0;4.072;0.409;8.294409429777781;8.294409429777781;1;2;1.996081310962957;1.996081310962957;0.5;0.9;3;0.0;2.6;0
2019-04-13 00:00;-0.1;-0.1;15.0;5.472;-0.981;9.300452048111113;9.300452048111113;1;2;0.6557099889259228;0.6557099889259228;0.5;0.9;3;0.0;3.1;0
2019-04-14 00:00;-0.1;-0.10000000000000002;15.0;3.128;0.253;11.31873779906173;9.0;1;2;-2.610307243506182;0;0.5;0.9;3;0.0;3.3;0
2019-04-15 00:00;-0.1;-0.10042338823529413;15.0;4.831;-0.256;8.172903069571486;8.172903069571486;1;2;1.1624950785766537;1.1624950785766537;0.5;0.9;3;0.0;3.7;0
2019-04-16 00:00;-0.1;-0.09999999999999999;15.0;5.274;-0.722;8.945946602366785;8.945946602366785;1;2;0.6580209902258145;0.6580209902258145;0.5;0.9;3;0.0;3.7;0
2019-04-17 00:00;-0.1;-0.1;15.0;4.5889999999999995;-0.32299999999999995;8.19653070908876;8.19653070908876;1;2;1.1214368835038302;1.1214368835038302;0.5;0.9;3;0.0;3.7;0
2019-04-18 00:00;-0.1;-0.1;15.0;4.752;0.447;9.188789622157033;9.188789622157033;1;2;1.1999094519170383;1.1999094519170383;0.5;0.9;3;0.0;3.5;0
2019-04-19 00:00;-0.1;-0.1;15.0;2.5380000000000003;0.762;9.622549645087542;9.622549645087542;1;2;0.24446424380134557;0.24446424380134557;0.5;0.9;3;0.0;1.5;0
2019-04-20 00:00;-0.1;-0.1;15.0;3.0239999999999996;1.074;8.795578559370373;8.795578559370373;1;2;0.9741806998888867;0.9741806998888867;0.5;0.9;3;0.0;2.8;0
2019-04-21 00:00;-0.1;-0.1;15.0;3.582;-0.47200000000000003;7.7484551098333325;7.7484551098333325;1;2;1.205468501277777;1.205468501277777;0.5;0.9;3;0.45;3.0;0
2019-04-22 00:00;-0.1;-0.1;15.0;4.192;-0.505;8.565361903592597;8.565361903592597;1;2;0.31133717048147735;0.31133717048147735;0.5;0.9;3;0.0;3.5;0
2019-04-23 00:00;-0.1;-0.1;15.0;4.249;-0.354;9.920726634796296;9.084699074074075;1;2;-0.8360275607222207;0;0.5;0.9;3;0.0;3.5;0
2019-04-24 00:00;-0.1;-0.1;15.0;2.358;-0.039;9.687139456685182;9.0;1;2;-1.4209172344629613;0;0.5;0.9;3;0.4;2.8;0
2019-04-25 00:00;-0.1;-0.1010655193277311;15.0;4.128;-1.225;11.127673574401708;11.127673574401708;1;2;0.2254606848575471;0.2254606848575471;0.5;0.9;3;4.6;2.3;0
