# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 323:         3.884       51.527       1.40  WILHELMINADORP
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# RH       = Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# 
# STN,YYYYMMDD,   HH,   RH
# 
  323,20021231,    1,    0
  323,20021231,    2,    0
  323,20021231,    3,    0
  323,20021231,    4,    0
  323,20021231,    5,    0
  323,20021231,    6,    0
  323,20021231,    7,    0
  323,20021231,    8,    0
  323,20021231,    9,    0
  323,20021231,   10,    0
  323,20021231,   11,    0
  323,20021231,   12,    0
  323,20021231,   13,    0
  323,20021231,   14,    0
  323,20021231,   15,    0
  323,20021231,   16,    0
  323,20021231,   17,    0
  323,20021231,   18,    0
  323,20021231,   19,    0
  323,20021231,   20,    0
  323,20021231,   21,    0
  323,20021231,   22,    0
  323,20021231,   23,    0
  323,20021231,   24,    0
  323,20030101,    1,    0
  323,20030101,    2,    0
  323,20030101,    3,    0
  323,20030101,    4,    0
  323,20030101,    5,    0
  323,20030101,    6,    0
  323,20030101,    7,    0
  323,20030101,    8,    0
  323,20030101,    9,    5
  323,20030101,   10,   17
  323,20030101,   11,   11
  323,20030101,   12,   15
  323,20030101,   13,    0
  323,20030101,   14,   -1
  323,20030101,   15,   18
  323,20030101,   16,    4
  323,20030101,   17,    8
  323,20030101,   18,    0
  323,20030101,   19,    0
  323,20030101,   20,    0
  323,20030101,   21,    0
  323,20030101,   22,    0
  323,20030101,   23,    0
  323,20030101,   24,    0
  323,20030102,    1,    0
  323,20030102,    2,    1
  323,20030102,    3,   -1
  323,20030102,    4,    1
  323,20030102,    5,   -1
  323,20030102,    6,    0
  323,20030102,    7,    0
  323,20030102,    8,   -1
  323,20030102,    9,    8
  323,20030102,   10,   22
  323,20030102,   11,   11
  323,20030102,   12,    4
  323,20030102,   13,    4
  323,20030102,   14,    1
  323,20030102,   15,    1
  323,20030102,   16,    1
  323,20030102,   17,    8
  323,20030102,   18,   11
  323,20030102,   19,    0
  323,20030102,   20,    2
  323,20030102,   21,    1
  323,20030102,   22,    1
  323,20030102,   23,    0
  323,20030102,   24,    0
  323,20030103,    1,    0
  323,20030103,    2,    2
  323,20030103,    3,   19
  323,20030103,    4,    9
  323,20030103,    5,   -1
  323,20030103,    6,   -1
  323,20030103,    7,    0
  323,20030103,    8,    0
  323,20030103,    9,    4
  323,20030103,   10,    1
  323,20030103,   11,    5
  323,20030103,   12,   -1
  323,20030103,   13,    0
  323,20030103,   14,    0
  323,20030103,   15,    0
  323,20030103,   16,    0
  323,20030103,   17,    0
  323,20030103,   18,    0
  323,20030103,   19,    0
  323,20030103,   20,    0
  323,20030103,   21,    0
  323,20030103,   22,    0
  323,20030103,   23,    0
  323,20030103,   24,    0
  323,20030104,    1,    0
  323,20030104,    2,    0
  323,20030104,    3,    0
  323,20030104,    4,    0
  323,20030104,    5,    0
  323,20030104,    6,    0
  323,20030104,    7,    0
  323,20030104,    8,    0
  323,20030104,    9,    0
  323,20030104,   10,    0
  323,20030104,   11,    0
  323,20030104,   12,    0
  323,20030104,   13,    0
  323,20030104,   14,    0
  323,20030104,   15,    0
  323,20030104,   16,    0
  323,20030104,   17,    0
  323,20030104,   18,    0
  323,20030104,   19,    0
  323,20030104,   20,    0
  323,20030104,   21,    0
  323,20030104,   22,    0
  323,20030104,   23,    0
  323,20030104,   24,    0
  323,20030105,    1,    0
  323,20030105,    2,    0
  323,20030105,    3,    0
  323,20030105,    4,    0
  323,20030105,    5,    0
  323,20030105,    6,    0
  323,20030105,    7,    0
  323,20030105,    8,    0
  323,20030105,    9,    0
  323,20030105,   10,    0
  323,20030105,   11,    0
  323,20030105,   12,    5
  323,20030105,   13,    3
  323,20030105,   14,    0
  323,20030105,   15,    0
  323,20030105,   16,    0
  323,20030105,   17,    0
  323,20030105,   18,    1
  323,20030105,   19,    0
  323,20030105,   20,    0
  323,20030105,   21,    0
  323,20030105,   22,    0
  323,20030105,   23,    0
  323,20030105,   24,    0
  323,20030106,    1,    0
  323,20030106,    2,    2
  323,20030106,    3,    8
  323,20030106,    4,    4
  323,20030106,    5,    0
  323,20030106,    6,    0
  323,20030106,    7,    0
  323,20030106,    8,    0
  323,20030106,    9,    0
  323,20030106,   10,    0
  323,20030106,   11,    0
  323,20030106,   12,    0
  323,20030106,   13,    0
  323,20030106,   14,    0
  323,20030106,   15,    0
  323,20030106,   16,    0
  323,20030106,   17,    0
  323,20030106,   18,    0
  323,20030106,   19,    0
  323,20030106,   20,    0
  323,20030106,   21,    0
  323,20030106,   22,    0
  323,20030106,   23,    0
  323,20030106,   24,    0
  323,20030107,    1,    0
  323,20030107,    2,    0
  323,20030107,    3,    0
  323,20030107,    4,    0
  323,20030107,    5,    0
  323,20030107,    6,    0
  323,20030107,    7,    0
  323,20030107,    8,    0
  323,20030107,    9,    0
  323,20030107,   10,    0
  323,20030107,   11,    0
  323,20030107,   12,    0
  323,20030107,   13,    0
  323,20030107,   14,    0
  323,20030107,   15,    0
  323,20030107,   16,    0
  323,20030107,   17,    0
  323,20030107,   18,    0
  323,20030107,   19,    0
  323,20030107,   20,    0
  323,20030107,   21,    0
  323,20030107,   22,    0
  323,20030107,   23,    0
  323,20030107,   24,    0
  323,20030108,    1,    0
  323,20030108,    2,    0
  323,20030108,    3,    0
  323,20030108,    4,    0
  323,20030108,    5,    0
  323,20030108,    6,    0
  323,20030108,    7,    0
  323,20030108,    8,    0
  323,20030108,    9,    0
  323,20030108,   10,    0
  323,20030108,   11,    0
  323,20030108,   12,    0
  323,20030108,   13,    0
  323,20030108,   14,    0
  323,20030108,   15,    0
  323,20030108,   16,    0
  323,20030108,   17,    0
  323,20030108,   18,    0
  323,20030108,   19,    0
  323,20030108,   20,    0
  323,20030108,   21,    0
  323,20030108,   22,    0
  323,20030108,   23,    0
  323,20030108,   24,    0
  323,20030109,    1,    0
  323,20030109,    2,    0
  323,20030109,    3,    0
  323,20030109,    4,    0
  323,20030109,    5,    0
  323,20030109,    6,    0
  323,20030109,    7,    0
  323,20030109,    8,    0
  323,20030109,    9,    0
  323,20030109,   10,    0
  323,20030109,   11,    0
  323,20030109,   12,    0
  323,20030109,   13,    0
  323,20030109,   14,    0
  323,20030109,   15,    0
  323,20030109,   16,    0
  323,20030109,   17,    0
  323,20030109,   18,    0
  323,20030109,   19,    0
  323,20030109,   20,    0
  323,20030109,   21,    0
  323,20030109,   22,    0
  323,20030109,   23,    0
  323,20030109,   24,    0
  323,20030110,    1,    0
  323,20030110,    2,    0
  323,20030110,    3,    0
  323,20030110,    4,    0
  323,20030110,    5,    0
  323,20030110,    6,    2
  323,20030110,    7,   -1
  323,20030110,    8,    0
  323,20030110,    9,    0
  323,20030110,   10,    0
  323,20030110,   11,    0
  323,20030110,   12,    0
  323,20030110,   13,    0
  323,20030110,   14,    0
  323,20030110,   15,    0
  323,20030110,   16,    0
  323,20030110,   17,    0
  323,20030110,   18,    0
  323,20030110,   19,    0
  323,20030110,   20,    0
  323,20030110,   21,    0
  323,20030110,   22,    0
  323,20030110,   23,    0
  323,20030110,   24,    0
  323,20030111,    1,    0
  323,20030111,    2,    0
  323,20030111,    3,    0
  323,20030111,    4,    0
  323,20030111,    5,    0
  323,20030111,    6,    0
  323,20030111,    7,    0
  323,20030111,    8,    0
  323,20030111,    9,    0
  323,20030111,   10,    0
  323,20030111,   11,    0
  323,20030111,   12,    0
  323,20030111,   13,    0
  323,20030111,   14,    0
  323,20030111,   15,    0
  323,20030111,   16,    0
  323,20030111,   17,    0
  323,20030111,   18,    0
  323,20030111,   19,    0
  323,20030111,   20,    0
  323,20030111,   21,    0
  323,20030111,   22,    0
  323,20030111,   23,    0
  323,20030111,   24,    0
  323,20030112,    1,    0
  323,20030112,    2,    0
  323,20030112,    3,    0
  323,20030112,    4,    0
  323,20030112,    5,    0
  323,20030112,    6,    0
  323,20030112,    7,    0
  323,20030112,    8,    0
  323,20030112,    9,    0
  323,20030112,   10,    0
  323,20030112,   11,    0
  323,20030112,   12,    0
  323,20030112,   13,    0
  323,20030112,   14,    0
  323,20030112,   15,    0
  323,20030112,   16,    0
  323,20030112,   17,    0
  323,20030112,   18,    0
  323,20030112,   19,    0
  323,20030112,   20,    0
  323,20030112,   21,    0
  323,20030112,   22,    0
  323,20030112,   23,    0
  323,20030112,   24,    0
  323,20030113,    1,    0
  323,20030113,    2,    0
  323,20030113,    3,    0
  323,20030113,    4,    1
  323,20030113,    5,    1
  323,20030113,    6,    5
  323,20030113,    7,    4
  323,20030113,    8,    0
  323,20030113,    9,   -1
  323,20030113,   10,    0
  323,20030113,   11,    0
  323,20030113,   12,    0
  323,20030113,   13,    0
  323,20030113,   14,    0
  323,20030113,   15,    0
  323,20030113,   16,    0
  323,20030113,   17,    0
  323,20030113,   18,    0
  323,20030113,   19,    0
  323,20030113,   20,    0
  323,20030113,   21,    0
  323,20030113,   22,    0
  323,20030113,   23,    0
  323,20030113,   24,    0
  323,20030114,    1,    0
  323,20030114,    2,    0
  323,20030114,    3,    0
  323,20030114,    4,    0
  323,20030114,    5,    0
  323,20030114,    6,    0
  323,20030114,    7,    0
  323,20030114,    8,    0
  323,20030114,    9,    0
  323,20030114,   10,    0
  323,20030114,   11,    0
  323,20030114,   12,    0
  323,20030114,   13,    0
  323,20030114,   14,    0
  323,20030114,   15,    0
  323,20030114,   16,    0
  323,20030114,   17,    0
  323,20030114,   18,    0
  323,20030114,   19,    0
  323,20030114,   20,    0
  323,20030114,   21,    0
  323,20030114,   22,    0
  323,20030114,   23,    0
  323,20030114,   24,    0
  323,20030115,    1,    0
  323,20030115,    2,    0
  323,20030115,    3,    0
  323,20030115,    4,    0
  323,20030115,    5,    0
  323,20030115,    6,    0
  323,20030115,    7,    0
  323,20030115,    8,    0
  323,20030115,    9,    0
  323,20030115,   10,    0
  323,20030115,   11,    0
  323,20030115,   12,    0
  323,20030115,   13,    0
  323,20030115,   14,    0
  323,20030115,   15,    0
  323,20030115,   16,    2
  323,20030115,   17,    5
  323,20030115,   18,   18
  323,20030115,   19,    1
  323,20030115,   20,    0
  323,20030115,   21,    0
  323,20030115,   22,    0
  323,20030115,   23,    0
  323,20030115,   24,    0
  323,20030116,    1,    0
  323,20030116,    2,    0
  323,20030116,    3,    0
  323,20030116,    4,    0
  323,20030116,    5,    0
  323,20030116,    6,    0
  323,20030116,    7,    0
  323,20030116,    8,    0
  323,20030116,    9,    0
  323,20030116,   10,    0
  323,20030116,   11,    0
  323,20030116,   12,    0
  323,20030116,   13,    0
  323,20030116,   14,    0
  323,20030116,   15,    0
  323,20030116,   16,    0
  323,20030116,   17,    0
  323,20030116,   18,    0
  323,20030116,   19,    0
  323,20030116,   20,    0
  323,20030116,   21,    0
  323,20030116,   22,    0
  323,20030116,   23,    0
  323,20030116,   24,    0
  323,20030117,    1,    0
  323,20030117,    2,    0
  323,20030117,    3,    0
  323,20030117,    4,    0
  323,20030117,    5,    0
  323,20030117,    6,    0
  323,20030117,    7,    0
  323,20030117,    8,    0
  323,20030117,    9,    0
  323,20030117,   10,    0
  323,20030117,   11,    0
  323,20030117,   12,    0
  323,20030117,   13,    0
  323,20030117,   14,    0
  323,20030117,   15,    0
  323,20030117,   16,    0
  323,20030117,   17,    0
  323,20030117,   18,    0
  323,20030117,   19,    0
  323,20030117,   20,    0
  323,20030117,   21,    0
  323,20030117,   22,   -1
  323,20030117,   23,   -1
  323,20030117,   24,   -1
  323,20030118,    1,    0
  323,20030118,    2,    0
  323,20030118,    3,    0
  323,20030118,    4,    0
  323,20030118,    5,    0
  323,20030118,    6,    0
  323,20030118,    7,    0
  323,20030118,    8,    0
  323,20030118,    9,    0
  323,20030118,   10,    0
  323,20030118,   11,    0
  323,20030118,   12,    0
  323,20030118,   13,    0
  323,20030118,   14,    0
  323,20030118,   15,    0
  323,20030118,   16,    0
  323,20030118,   17,    0
  323,20030118,   18,    0
  323,20030118,   19,    0
  323,20030118,   20,    0
  323,20030118,   21,    0
  323,20030118,   22,    0
  323,20030118,   23,    0
  323,20030118,   24,    0
  323,20030119,    1,   -1
  323,20030119,    2,    3
  323,20030119,    3,    1
  323,20030119,    4,    1
  323,20030119,    5,    0
  323,20030119,    6,    0
  323,20030119,    7,    0
  323,20030119,    8,    0
  323,20030119,    9,    0
  323,20030119,   10,    0
  323,20030119,   11,    0
  323,20030119,   12,    1
  323,20030119,   13,    4
  323,20030119,   14,    2
  323,20030119,   15,   -1
  323,20030119,   16,    0
  323,20030119,   17,    0
  323,20030119,   18,    0
  323,20030119,   19,    0
  323,20030119,   20,    0
  323,20030119,   21,    0
  323,20030119,   22,    7
  323,20030119,   23,    1
  323,20030119,   24,    0
  323,20030120,    1,    0
  323,20030120,    2,    3
  323,20030120,    3,   -1
  323,20030120,    4,    0
  323,20030120,    5,    0
  323,20030120,    6,    0
  323,20030120,    7,    0
  323,20030120,    8,    0
  323,20030120,    9,    0
  323,20030120,   10,   -1
  323,20030120,   11,    3
  323,20030120,   12,    2
  323,20030120,   13,    4
  323,20030120,   14,    2
  323,20030120,   15,    6
  323,20030120,   16,    7
  323,20030120,   17,   10
  323,20030120,   18,   20
  323,20030120,   19,    2
  323,20030120,   20,    0
  323,20030120,   21,    0
  323,20030120,   22,    2
  323,20030120,   23,    0
  323,20030120,   24,    0
  323,20030121,    1,    0
  323,20030121,    2,    0
  323,20030121,    3,    0
  323,20030121,    4,    0
  323,20030121,    5,    0
  323,20030121,    6,    0
  323,20030121,    7,    0
  323,20030121,    8,    0
  323,20030121,    9,    0
  323,20030121,   10,    0
  323,20030121,   11,    0
  323,20030121,   12,    0
  323,20030121,   13,    0
  323,20030121,   14,    0
  323,20030121,   15,    0
  323,20030121,   16,    0
  323,20030121,   17,    0
  323,20030121,   18,    1
  323,20030121,   19,   16
  323,20030121,   20,    0
  323,20030121,   21,    0
  323,20030121,   22,    0
  323,20030121,   23,    0
  323,20030121,   24,    0
  323,20030122,    1,    0
  323,20030122,    2,    0
  323,20030122,    3,    2
  323,20030122,    4,   -1
  323,20030122,    5,    0
  323,20030122,    6,    0
  323,20030122,    7,   -1
  323,20030122,    8,    0
  323,20030122,    9,    5
  323,20030122,   10,    2
  323,20030122,   11,    1
  323,20030122,   12,    0
  323,20030122,   13,    0
  323,20030122,   14,    0
  323,20030122,   15,   -1
  323,20030122,   16,    0
  323,20030122,   17,    0
  323,20030122,   18,    0
  323,20030122,   19,    0
  323,20030122,   20,    0
  323,20030122,   21,    0
  323,20030122,   22,    0
  323,20030122,   23,    0
  323,20030122,   24,    0
  323,20030123,    1,    0
  323,20030123,    2,    0
  323,20030123,    3,    4
  323,20030123,    4,    0
  323,20030123,    5,    3
  323,20030123,    6,   -1
  323,20030123,    7,    0
  323,20030123,    8,    0
  323,20030123,    9,    0
  323,20030123,   10,    1
  323,20030123,   11,    0
  323,20030123,   12,    0
  323,20030123,   13,    0
  323,20030123,   14,    0
  323,20030123,   15,   -1
  323,20030123,   16,    0
  323,20030123,   17,    0
  323,20030123,   18,    0
  323,20030123,   19,    0
  323,20030123,   20,    0
  323,20030123,   21,    0
  323,20030123,   22,    0
  323,20030123,   23,    0
  323,20030123,   24,    0
  323,20030124,    1,    0
  323,20030124,    2,    0
  323,20030124,    3,    0
  323,20030124,    4,    0
  323,20030124,    5,    0
  323,20030124,    6,    0
  323,20030124,    7,    0
  323,20030124,    8,    0
  323,20030124,    9,    0
  323,20030124,   10,    0
  323,20030124,   11,    0
  323,20030124,   12,    0
  323,20030124,   13,    0
  323,20030124,   14,    0
  323,20030124,   15,    0
  323,20030124,   16,    0
  323,20030124,   17,    0
  323,20030124,   18,    0
  323,20030124,   19,    0
  323,20030124,   20,    0
  323,20030124,   21,    0
  323,20030124,   22,    0
  323,20030124,   23,    0
  323,20030124,   24,    0
  323,20030125,    1,    0
  323,20030125,    2,    0
  323,20030125,    3,    0
  323,20030125,    4,    0
  323,20030125,    5,    0
  323,20030125,    6,    0
  323,20030125,    7,    0
  323,20030125,    8,    0
  323,20030125,    9,    0
  323,20030125,   10,    0
  323,20030125,   11,    0
  323,20030125,   12,    5
  323,20030125,   13,    9
  323,20030125,   14,   -1
  323,20030125,   15,    1
  323,20030125,   16,    0
  323,20030125,   17,    0
  323,20030125,   18,   -1
  323,20030125,   19,    0
  323,20030125,   20,    0
  323,20030125,   21,    0
  323,20030125,   22,   -1
  323,20030125,   23,    0
  323,20030125,   24,   -1
  323,20030126,    1,    0
  323,20030126,    2,    0
  323,20030126,    3,    0
  323,20030126,    4,   -1
  323,20030126,    5,   -1
  323,20030126,    6,    0
  323,20030126,    7,    0
  323,20030126,    8,    0
  323,20030126,    9,    0
  323,20030126,   10,    0
  323,20030126,   11,    7
  323,20030126,   12,    5
  323,20030126,   13,    8
  323,20030126,   14,    2
  323,20030126,   15,    4
  323,20030126,   16,    4
  323,20030126,   17,    3
  323,20030126,   18,   -1
  323,20030126,   19,   -1
  323,20030126,   20,   -1
  323,20030126,   21,    0
  323,20030126,   22,    0
  323,20030126,   23,    0
  323,20030126,   24,    0
  323,20030127,    1,    0
  323,20030127,    2,    0
  323,20030127,    3,    0
  323,20030127,    4,    0
  323,20030127,    5,    0
  323,20030127,    6,    0
  323,20030127,    7,    0
  323,20030127,    8,    0
  323,20030127,    9,    0
  323,20030127,   10,    0
  323,20030127,   11,    0
  323,20030127,   12,    0
  323,20030127,   13,    0
  323,20030127,   14,    0
  323,20030127,   15,    0
  323,20030127,   16,    0
  323,20030127,   17,    0
  323,20030127,   18,    0
  323,20030127,   19,    0
  323,20030127,   20,    0
  323,20030127,   21,    0
  323,20030127,   22,    0
  323,20030127,   23,    0
  323,20030127,   24,    5
  323,20030128,    1,   13
  323,20030128,    2,   10
  323,20030128,    3,   -1
  323,20030128,    4,    0
  323,20030128,    5,    0
  323,20030128,    6,    0
  323,20030128,    7,    0
  323,20030128,    8,    0
  323,20030128,    9,    0
  323,20030128,   10,    0
  323,20030128,   11,    0
  323,20030128,   12,    0
  323,20030128,   13,    0
  323,20030128,   14,    0
  323,20030128,   15,    0
  323,20030128,   16,   15
  323,20030128,   17,    5
  323,20030128,   18,    0
  323,20030128,   19,    0
  323,20030128,   20,    0
  323,20030128,   21,    0
  323,20030128,   22,    0
  323,20030128,   23,    2
  323,20030128,   24,    8
  323,20030129,    1,    2
  323,20030129,    2,    1
  323,20030129,    3,    6
  323,20030129,    4,   -1
  323,20030129,    5,    0
  323,20030129,    6,    0
  323,20030129,    7,    2
  323,20030129,    8,    5
  323,20030129,    9,   13
  323,20030129,   10,   11
  323,20030129,   11,   10
  323,20030129,   12,    4
  323,20030129,   13,    5
  323,20030129,   14,   19
  323,20030129,   15,   -1
  323,20030129,   16,   -1
  323,20030129,   17,    5
  323,20030129,   18,   11
  323,20030129,   19,    0
  323,20030129,   20,    0
  323,20030129,   21,    4
  323,20030129,   22,   -1
  323,20030129,   23,    1
  323,20030129,   24,    0
  323,20030130,    1,    8
  323,20030130,    2,    4
  323,20030130,    3,    7
  323,20030130,    4,    2
  323,20030130,    5,    0
  323,20030130,    6,    1
  323,20030130,    7,    0
  323,20030130,    8,   20
  323,20030130,    9,   27
  323,20030130,   10,    5
  323,20030130,   11,   -1
  323,20030130,   12,    0
  323,20030130,   13,    0
  323,20030130,   14,   15
  323,20030130,   15,   68
  323,20030130,   16,    0
  323,20030130,   17,    2
  323,20030130,   18,    1
  323,20030130,   19,    0
  323,20030130,   20,    0
  323,20030130,   21,    0
  323,20030130,   22,    0
  323,20030130,   23,    0
  323,20030130,   24,    0
  323,20030131,    1,   -1
  323,20030131,    2,   -1
  323,20030131,    3,   -1
  323,20030131,    4,   -1
  323,20030131,    5,    0
  323,20030131,    6,   -1
  323,20030131,    7,    6
  323,20030131,    8,   15
  323,20030131,    9,    3
  323,20030131,   10,    0
  323,20030131,   11,    0
  323,20030131,   12,    0
  323,20030131,   13,    0
  323,20030131,   14,    0
  323,20030131,   15,    0
  323,20030131,   16,    0
  323,20030131,   17,    0
  323,20030131,   18,    0
  323,20030131,   19,    0
  323,20030131,   20,   -1
  323,20030131,   21,    0
  323,20030131,   22,    0
  323,20030131,   23,    0
  323,20030131,   24,    0
  323,20030201,    1,    0
  323,20030201,    2,    0
  323,20030201,    3,    0
  323,20030201,    4,    0
  323,20030201,    5,    0
  323,20030201,    6,    0
  323,20030201,    7,    0
  323,20030201,    8,    0
  323,20030201,    9,    0
  323,20030201,   10,    1
  323,20030201,   11,    3
  323,20030201,   12,    5
  323,20030201,   13,    7
  323,20030201,   14,    7
  323,20030201,   15,    8
  323,20030201,   16,    6
  323,20030201,   17,    2
  323,20030201,   18,    1
  323,20030201,   19,    1
  323,20030201,   20,    1
  323,20030201,   21,   -1
  323,20030201,   22,    0
  323,20030201,   23,    0
  323,20030201,   24,    0
  323,20030202,    1,    0
  323,20030202,    2,    0
  323,20030202,    3,    0
  323,20030202,    4,    0
  323,20030202,    5,    0
  323,20030202,    6,    0
  323,20030202,    7,    0
  323,20030202,    8,    0
  323,20030202,    9,    0
  323,20030202,   10,    0
  323,20030202,   11,    6
  323,20030202,   12,    1
  323,20030202,   13,    2
  323,20030202,   14,    0
  323,20030202,   15,    0
  323,20030202,   16,    0
  323,20030202,   17,    0
  323,20030202,   18,   -1
  323,20030202,   19,    3
  323,20030202,   20,    6
  323,20030202,   21,   -1
  323,20030202,   22,    1
  323,20030202,   23,    0
  323,20030202,   24,    0
  323,20030203,    1,    0
  323,20030203,    2,    0
  323,20030203,    3,    0
  323,20030203,    4,    0
  323,20030203,    5,    0
  323,20030203,    6,    0
  323,20030203,    7,    0
  323,20030203,    8,    0
  323,20030203,    9,    0
  323,20030203,   10,    0
  323,20030203,   11,    0
  323,20030203,   12,    0
  323,20030203,   13,    0
  323,20030203,   14,    0
  323,20030203,   15,    0
  323,20030203,   16,    0
  323,20030203,   17,    0
  323,20030203,   18,    0
  323,20030203,   19,    0
  323,20030203,   20,    0
  323,20030203,   21,    0
  323,20030203,   22,    0
  323,20030203,   23,    0
  323,20030203,   24,    0
  323,20030204,    1,    1
  323,20030204,    2,    8
  323,20030204,    3,    1
  323,20030204,    4,   -1
  323,20030204,    5,    0
  323,20030204,    6,    0
  323,20030204,    7,    0
  323,20030204,    8,    0
  323,20030204,    9,    0
  323,20030204,   10,    0
  323,20030204,   11,    0
  323,20030204,   12,    0
  323,20030204,   13,    0
  323,20030204,   14,    0
  323,20030204,   15,    0
  323,20030204,   16,   12
  323,20030204,   17,   15
  323,20030204,   18,    4
  323,20030204,   19,    1
  323,20030204,   20,    3
  323,20030204,   21,    3
  323,20030204,   22,    0
  323,20030204,   23,    0
  323,20030204,   24,    7
  323,20030205,    1,    9
  323,20030205,    2,   -1
  323,20030205,    3,    6
  323,20030205,    4,    7
  323,20030205,    5,   23
  323,20030205,    6,    3
  323,20030205,    7,    3
  323,20030205,    8,   14
  323,20030205,    9,    0
  323,20030205,   10,    0
  323,20030205,   11,    1
  323,20030205,   12,   11
  323,20030205,   13,    0
  323,20030205,   14,    0
  323,20030205,   15,    0
  323,20030205,   16,    0
  323,20030205,   17,    0
  323,20030205,   18,    0
  323,20030205,   19,    0
  323,20030205,   20,    0
  323,20030205,   21,    0
  323,20030205,   22,    0
  323,20030205,   23,    0
  323,20030205,   24,    0
  323,20030206,    1,   -1
  323,20030206,    2,    5
  323,20030206,    3,    0
  323,20030206,    4,    0
  323,20030206,    5,    0
  323,20030206,    6,    0
  323,20030206,    7,    0
  323,20030206,    8,    0
  323,20030206,    9,    0
  323,20030206,   10,    0
  323,20030206,   11,    0
  323,20030206,   12,    0
  323,20030206,   13,    0
  323,20030206,   14,    0
  323,20030206,   15,    0
  323,20030206,   16,    0
  323,20030206,   17,    0
  323,20030206,   18,    0
  323,20030206,   19,    0
  323,20030206,   20,    0
  323,20030206,   21,    0
  323,20030206,   22,    0
  323,20030206,   23,    0
  323,20030206,   24,    0
  323,20030207,    1,    0
  323,20030207,    2,    2
  323,20030207,    3,    2
  323,20030207,    4,    1
  323,20030207,    5,   -1
  323,20030207,    6,    1
  323,20030207,    7,    0
  323,20030207,    8,    0
  323,20030207,    9,    0
  323,20030207,   10,    1
  323,20030207,   11,    2
  323,20030207,   12,   -1
  323,20030207,   13,    0
  323,20030207,   14,    0
  323,20030207,   15,    0
  323,20030207,   16,    0
  323,20030207,   17,   -1
  323,20030207,   18,    4
  323,20030207,   19,    1
  323,20030207,   20,    0
  323,20030207,   21,    0
  323,20030207,   22,    0
  323,20030207,   23,    0
  323,20030207,   24,    0
  323,20030208,    1,    0
  323,20030208,    2,    0
  323,20030208,    3,    0
  323,20030208,    4,    0
  323,20030208,    5,    0
  323,20030208,    6,    0
  323,20030208,    7,    0
  323,20030208,    8,    0
  323,20030208,    9,    0
  323,20030208,   10,    0
  323,20030208,   11,    0
  323,20030208,   12,    0
  323,20030208,   13,    0
  323,20030208,   14,    0
  323,20030208,   15,    0
  323,20030208,   16,    0
  323,20030208,   17,    0
  323,20030208,   18,    0
  323,20030208,   19,    0
  323,20030208,   20,    0
  323,20030208,   21,    0
  323,20030208,   22,    0
  323,20030208,   23,    0
  323,20030208,   24,    0
  323,20030209,    1,    2
  323,20030209,    2,   -1
  323,20030209,    3,    1
  323,20030209,    4,   -1
  323,20030209,    5,    0
  323,20030209,    6,    0
  323,20030209,    7,    0
  323,20030209,    8,    0
  323,20030209,    9,    0
  323,20030209,   10,    0
  323,20030209,   11,    0
  323,20030209,   12,    0
  323,20030209,   13,    0
  323,20030209,   14,    0
  323,20030209,   15,    0
  323,20030209,   16,    0
  323,20030209,   17,    0
  323,20030209,   18,    0
  323,20030209,   19,    0
  323,20030209,   20,    0
  323,20030209,   21,    0
  323,20030209,   22,    0
  323,20030209,   23,    0
  323,20030209,   24,    0
  323,20030210,    1,    0
  323,20030210,    2,    0
  323,20030210,    3,    0
  323,20030210,    4,    0
  323,20030210,    5,    0
  323,20030210,    6,    0
  323,20030210,    7,    0
  323,20030210,    8,    0
  323,20030210,    9,    0
  323,20030210,   10,    0
  323,20030210,   11,    0
  323,20030210,   12,    0
  323,20030210,   13,    0
  323,20030210,   14,    0
  323,20030210,   15,    0
  323,20030210,   16,    0
  323,20030210,   17,    0
  323,20030210,   18,    0
  323,20030210,   19,    0
  323,20030210,   20,    0
  323,20030210,   21,    0
  323,20030210,   22,    0
  323,20030210,   23,    0
  323,20030210,   24,    0
  323,20030211,    1,    0
  323,20030211,    2,    0
  323,20030211,    3,    0
  323,20030211,    4,    0
  323,20030211,    5,    0
  323,20030211,    6,    0
  323,20030211,    7,    0
  323,20030211,    8,    0
  323,20030211,    9,    0
  323,20030211,   10,    0
  323,20030211,   11,    0
  323,20030211,   12,    0
  323,20030211,   13,    0
  323,20030211,   14,    0
  323,20030211,   15,    0
  323,20030211,   16,    0
  323,20030211,   17,    0
  323,20030211,   18,    0
  323,20030211,   19,    0
  323,20030211,   20,    0
  323,20030211,   21,    0
  323,20030211,   22,    0
  323,20030211,   23,    0
  323,20030211,   24,    0
