# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 323:         3.884       51.527       1.40  WILHELMINADORP
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# RH       = Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# 
# STN,YYYYMMDD,   HH,   RH
# 
  323,20030628,    8,    0
  323,20030628,    9,    0
  323,20030628,   10,    0
  323,20030628,   11,    0
  323,20030628,   12,    0
  323,20030628,   13,    0
  323,20030628,   14,    0
  323,20030628,   15,    0
  323,20030628,   16,    0
  323,20030628,   17,    0
  323,20030628,   18,    0
  323,20030628,   19,    0
  323,20030628,   20,    0
  323,20030628,   21,    0
  323,20030628,   22,    0
  323,20030628,   23,    0
  323,20030628,   24,    0
  323,20030629,    1,    0
  323,20030629,    2,    0
  323,20030629,    3,    0
  323,20030629,    4,    0
  323,20030629,    5,    0
  323,20030629,    6,    0
  323,20030629,    7,    0
  323,20030629,    8,    0
  323,20030629,    9,    0
  323,20030629,   10,    0
  323,20030629,   11,    0
  323,20030629,   12,    0
  323,20030629,   13,    0
  323,20030629,   14,    0
  323,20030629,   15,    0
  323,20030629,   16,    0
  323,20030629,   17,    0
  323,20030629,   18,    0
  323,20030629,   19,    0
  323,20030629,   20,    0
  323,20030629,   21,    0
  323,20030629,   22,    0
  323,20030629,   23,    0
  323,20030629,   24,    0
  323,20030630,    1,    0
  323,20030630,    2,    0
  323,20030630,    3,    0
  323,20030630,    4,    0
  323,20030630,    5,    0
  323,20030630,    6,    1
  323,20030630,    7,   -1
  323,20030630,    8,    6
  323,20030630,    9,    2
  323,20030630,   10,    8
  323,20030630,   11,   29
  323,20030630,   12,   11
  323,20030630,   13,    3
  323,20030630,   14,    0
  323,20030630,   15,    0
  323,20030630,   16,    0
  323,20030630,   17,    2
  323,20030630,   18,   -1
  323,20030630,   19,    9
  323,20030630,   20,    0
  323,20030630,   21,    0
  323,20030630,   22,    0
  323,20030630,   23,    0
  323,20030630,   24,    0
  323,20030701,    1,    0
  323,20030701,    2,    0
  323,20030701,    3,    0
  323,20030701,    4,    0
  323,20030701,    5,   -1
  323,20030701,    6,    0
  323,20030701,    7,    0
  323,20030701,    8,    0
  323,20030701,    9,    0
  323,20030701,   10,   10
  323,20030701,   11,    5
  323,20030701,   12,   13
  323,20030701,   13,   15
  323,20030701,   14,   49
  323,20030701,   15,    4
  323,20030701,   16,   -1
  323,20030701,   17,    0
  323,20030701,   18,    0
  323,20030701,   19,    0
  323,20030701,   20,    0
  323,20030701,   21,    0
  323,20030701,   22,   89
  323,20030701,   23,   12
  323,20030701,   24,   14
  323,20030702,    1,    4
  323,20030702,    2,    8
  323,20030702,    3,    0
  323,20030702,    4,    0
  323,20030702,    5,   -1
  323,20030702,    6,    0
  323,20030702,    7,    0
  323,20030702,    8,    0
  323,20030702,    9,    2
  323,20030702,   10,   36
  323,20030702,   11,   38
  323,20030702,   12,   -1
  323,20030702,   13,    0
  323,20030702,   14,    0
  323,20030702,   15,    0
  323,20030702,   16,    0
  323,20030702,   17,    0
  323,20030702,   18,    0
  323,20030702,   19,    0
  323,20030702,   20,    0
  323,20030702,   21,    0
  323,20030702,   22,    0
  323,20030702,   23,    0
  323,20030702,   24,   68
  323,20030703,    1,   -1
  323,20030703,    2,   -1
  323,20030703,    3,    1
  323,20030703,    4,    3
  323,20030703,    5,    0
  323,20030703,    6,    1
  323,20030703,    7,    0
  323,20030703,    8,   -1
  323,20030703,    9,    0
  323,20030703,   10,    0
  323,20030703,   11,    0
  323,20030703,   12,    0
  323,20030703,   13,    0
  323,20030703,   14,    0
  323,20030703,   15,    0
  323,20030703,   16,    0
  323,20030703,   17,    1
  323,20030703,   18,    1
  323,20030703,   19,    0
  323,20030703,   20,    2
  323,20030703,   21,    0
  323,20030703,   22,   -1
  323,20030703,   23,   -1
  323,20030703,   24,    0
  323,20030704,    1,    0
  323,20030704,    2,    0
  323,20030704,    3,    0
  323,20030704,    4,    0
  323,20030704,    5,    0
  323,20030704,    6,    0
  323,20030704,    7,    3
  323,20030704,    8,   -1
  323,20030704,    9,   10
  323,20030704,   10,    0
  323,20030704,   11,    0
  323,20030704,   12,    0
  323,20030704,   13,    0
  323,20030704,   14,   -1
  323,20030704,   15,    0
  323,20030704,   16,    0
  323,20030704,   17,    0
  323,20030704,   18,    0
  323,20030704,   19,    0
  323,20030704,   20,    0
  323,20030704,   21,    0
  323,20030704,   22,    0
  323,20030704,   23,   -1
  323,20030704,   24,    2
  323,20030705,    1,    0
  323,20030705,    2,    5
  323,20030705,    3,    0
  323,20030705,    4,    0
  323,20030705,    5,    0
  323,20030705,    6,    0
  323,20030705,    7,    0
  323,20030705,    8,    0
  323,20030705,    9,    0
  323,20030705,   10,    0
  323,20030705,   11,    0
  323,20030705,   12,    0
  323,20030705,   13,    0
  323,20030705,   14,    0
  323,20030705,   15,    0
  323,20030705,   16,    0
  323,20030705,   17,    0
  323,20030705,   18,    0
  323,20030705,   19,    0
  323,20030705,   20,    0
  323,20030705,   21,    0
  323,20030705,   22,    0
  323,20030705,   23,    0
  323,20030705,   24,    0
  323,20030706,    1,    0
  323,20030706,    2,    0
  323,20030706,    3,    0
  323,20030706,    4,    0
  323,20030706,    5,    0
  323,20030706,    6,    0
  323,20030706,    7,    0
  323,20030706,    8,    0
  323,20030706,    9,    0
  323,20030706,   10,    0
  323,20030706,   11,    0
  323,20030706,   12,    0
  323,20030706,   13,    0
  323,20030706,   14,    0
  323,20030706,   15,    0
  323,20030706,   16,    0
  323,20030706,   17,    0
  323,20030706,   18,    0
  323,20030706,   19,    0
  323,20030706,   20,    0
  323,20030706,   21,    0
  323,20030706,   22,    0
  323,20030706,   23,    0
  323,20030706,   24,    0
  323,20030707,    1,    0
  323,20030707,    2,    0
  323,20030707,    3,    0
  323,20030707,    4,    0
  323,20030707,    5,    0
  323,20030707,    6,    0
  323,20030707,    7,    0
  323,20030707,    8,    0
  323,20030707,    9,    0
  323,20030707,   10,    0
  323,20030707,   11,    0
  323,20030707,   12,    0
  323,20030707,   13,    0
  323,20030707,   14,    0
  323,20030707,   15,    0
  323,20030707,   16,    0
  323,20030707,   17,    0
  323,20030707,   18,    0
  323,20030707,   19,    0
  323,20030707,   20,    0
  323,20030707,   21,    0
  323,20030707,   22,    0
  323,20030707,   23,    0
  323,20030707,   24,    0
  323,20030708,    1,    0
  323,20030708,    2,    0
  323,20030708,    3,    0
  323,20030708,    4,    0
  323,20030708,    5,    0
  323,20030708,    6,    0
  323,20030708,    7,    0
  323,20030708,    8,    0
  323,20030708,    9,    0
  323,20030708,   10,    0
  323,20030708,   11,    0
  323,20030708,   12,    0
  323,20030708,   13,    0
  323,20030708,   14,    0
  323,20030708,   15,    0
  323,20030708,   16,    0
  323,20030708,   17,    0
  323,20030708,   18,    0
  323,20030708,   19,    0
  323,20030708,   20,    0
  323,20030708,   21,    0
  323,20030708,   22,    0
  323,20030708,   23,    0
  323,20030708,   24,    0
  323,20030709,    1,    0
  323,20030709,    2,    0
  323,20030709,    3,    0
  323,20030709,    4,    0
  323,20030709,    5,    0
  323,20030709,    6,    0
  323,20030709,    7,    0
  323,20030709,    8,    0
  323,20030709,    9,    0
  323,20030709,   10,    0
  323,20030709,   11,    0
  323,20030709,   12,    0
  323,20030709,   13,    0
  323,20030709,   14,    0
  323,20030709,   15,    0
  323,20030709,   16,    0
  323,20030709,   17,    0
  323,20030709,   18,    0
  323,20030709,   19,    0
  323,20030709,   20,    0
  323,20030709,   21,    0
  323,20030709,   22,    0
  323,20030709,   23,    0
  323,20030709,   24,    0
  323,20030710,    1,    0
  323,20030710,    2,    0
  323,20030710,    3,    0
  323,20030710,    4,    0
  323,20030710,    5,    0
  323,20030710,    6,    0
  323,20030710,    7,    0
  323,20030710,    8,    0
  323,20030710,    9,    0
  323,20030710,   10,    0
  323,20030710,   11,    0
  323,20030710,   12,    0
  323,20030710,   13,    0
  323,20030710,   14,    0
  323,20030710,   15,    0
  323,20030710,   16,    0
  323,20030710,   17,    0
  323,20030710,   18,    0
  323,20030710,   19,    0
  323,20030710,   20,    0
  323,20030710,   21,    0
  323,20030710,   22,    0
  323,20030710,   23,    0
  323,20030710,   24,    0
  323,20030711,    1,    0
  323,20030711,    2,    0
  323,20030711,    3,    0
  323,20030711,    4,    0
  323,20030711,    5,    0
  323,20030711,    6,    0
  323,20030711,    7,    0
  323,20030711,    8,    0
  323,20030711,    9,    0
  323,20030711,   10,    0
  323,20030711,   11,    0
  323,20030711,   12,    0
  323,20030711,   13,    0
  323,20030711,   14,    0
  323,20030711,   15,    0
  323,20030711,   16,    0
  323,20030711,   17,    0
  323,20030711,   18,    0
  323,20030711,   19,    0
  323,20030711,   20,    0
  323,20030711,   21,    0
  323,20030711,   22,    0
  323,20030711,   23,    0
  323,20030711,   24,    0
  323,20030712,    1,    0
  323,20030712,    2,    0
  323,20030712,    3,    0
  323,20030712,    4,    0
  323,20030712,    5,    0
  323,20030712,    6,    0
  323,20030712,    7,    0
  323,20030712,    8,    0
  323,20030712,    9,    0
  323,20030712,   10,    0
  323,20030712,   11,    0
  323,20030712,   12,    0
  323,20030712,   13,    0
  323,20030712,   14,    0
  323,20030712,   15,    0
  323,20030712,   16,    0
  323,20030712,   17,    0
  323,20030712,   18,    0
  323,20030712,   19,    0
  323,20030712,   20,    0
  323,20030712,   21,    0
  323,20030712,   22,    0
  323,20030712,   23,    0
  323,20030712,   24,    0
  323,20030713,    1,    0
  323,20030713,    2,    0
  323,20030713,    3,    0
  323,20030713,    4,    0
  323,20030713,    5,    0
  323,20030713,    6,    0
  323,20030713,    7,    0
  323,20030713,    8,    0
  323,20030713,    9,    0
  323,20030713,   10,    0
  323,20030713,   11,    0
  323,20030713,   12,    0
  323,20030713,   13,    0
  323,20030713,   14,    0
  323,20030713,   15,    0
  323,20030713,   16,    0
  323,20030713,   17,    0
  323,20030713,   18,    0
  323,20030713,   19,    0
  323,20030713,   20,    0
  323,20030713,   21,    0
  323,20030713,   22,    0
  323,20030713,   23,    0
  323,20030713,   24,    0
  323,20030714,    1,    0
  323,20030714,    2,    0
  323,20030714,    3,    0
  323,20030714,    4,    0
  323,20030714,    5,    0
  323,20030714,    6,    0
  323,20030714,    7,    0
  323,20030714,    8,    0
  323,20030714,    9,    0
  323,20030714,   10,    0
  323,20030714,   11,    0
  323,20030714,   12,    0
  323,20030714,   13,    0
  323,20030714,   14,    0
  323,20030714,   15,    0
  323,20030714,   16,    0
  323,20030714,   17,    0
  323,20030714,   18,    0
  323,20030714,   19,    0
  323,20030714,   20,    0
  323,20030714,   21,    0
  323,20030714,   22,    0
  323,20030714,   23,    0
  323,20030714,   24,    0
  323,20030715,    1,    0
  323,20030715,    2,    0
  323,20030715,    3,    0
  323,20030715,    4,    0
  323,20030715,    5,    0
  323,20030715,    6,    0
  323,20030715,    7,    0
  323,20030715,    8,    0
  323,20030715,    9,    0
  323,20030715,   10,    0
  323,20030715,   11,    0
  323,20030715,   12,    0
  323,20030715,   13,    0
  323,20030715,   14,    0
  323,20030715,   15,    0
  323,20030715,   16,    0
  323,20030715,   17,    0
  323,20030715,   18,    0
  323,20030715,   19,    0
  323,20030715,   20,    0
  323,20030715,   21,    0
  323,20030715,   22,    0
  323,20030715,   23,    0
  323,20030715,   24,    0
  323,20030716,    1,    0
  323,20030716,    2,    0
  323,20030716,    3,    0
  323,20030716,    4,    0
  323,20030716,    5,    0
  323,20030716,    6,    0
  323,20030716,    7,    0
  323,20030716,    8,    0
  323,20030716,    9,    0
  323,20030716,   10,    0
  323,20030716,   11,    0
  323,20030716,   12,    0
  323,20030716,   13,    0
  323,20030716,   14,    0
  323,20030716,   15,    0
  323,20030716,   16,    0
  323,20030716,   17,    0
  323,20030716,   18,    0
  323,20030716,   19,    0
  323,20030716,   20,    0
  323,20030716,   21,    0
  323,20030716,   22,    0
  323,20030716,   23,    0
  323,20030716,   24,    0
  323,20030717,    1,    0
  323,20030717,    2,    0
  323,20030717,    3,    0
  323,20030717,    4,   13
  323,20030717,    5,    9
  323,20030717,    6,    8
  323,20030717,    7,    6
  323,20030717,    8,    0
  323,20030717,    9,    0
  323,20030717,   10,   11
  323,20030717,   11,    1
  323,20030717,   12,   10
  323,20030717,   13,    7
  323,20030717,   14,   -1
  323,20030717,   15,    0
  323,20030717,   16,    0
  323,20030717,   17,    0
  323,20030717,   18,    0
  323,20030717,   19,    0
  323,20030717,   20,    0
  323,20030717,   21,    0
  323,20030717,   22,    0
  323,20030717,   23,    0
  323,20030717,   24,    0
  323,20030718,    1,    0
  323,20030718,    2,    0
  323,20030718,    3,    0
  323,20030718,    4,    0
  323,20030718,    5,    0
  323,20030718,    6,    0
  323,20030718,    7,    0
  323,20030718,    8,    0
  323,20030718,    9,    0
  323,20030718,   10,    0
  323,20030718,   11,    0
  323,20030718,   12,    0
  323,20030718,   13,    0
  323,20030718,   14,    0
  323,20030718,   15,    0
  323,20030718,   16,    0
  323,20030718,   17,    0
  323,20030718,   18,    0
  323,20030718,   19,    0
  323,20030718,   20,    0
  323,20030718,   21,    0
  323,20030718,   22,    0
  323,20030718,   23,    0
  323,20030718,   24,    0
  323,20030719,    1,    0
  323,20030719,    2,    0
  323,20030719,    3,    0
  323,20030719,    4,    0
  323,20030719,    5,    0
  323,20030719,    6,    0
  323,20030719,    7,    0
  323,20030719,    8,    0
  323,20030719,    9,    0
  323,20030719,   10,    0
  323,20030719,   11,    0
  323,20030719,   12,    0
  323,20030719,   13,    0
  323,20030719,   14,    0
  323,20030719,   15,    0
  323,20030719,   16,    0
  323,20030719,   17,    0
  323,20030719,   18,    0
  323,20030719,   19,    0
  323,20030719,   20,    0
  323,20030719,   21,    0
  323,20030719,   22,    0
  323,20030719,   23,    0
  323,20030719,   24,    0
  323,20030720,    1,    0
  323,20030720,    2,    0
  323,20030720,    3,    0
  323,20030720,    4,    0
  323,20030720,    5,    1
  323,20030720,    6,    0
  323,20030720,    7,    0
  323,20030720,    8,    0
  323,20030720,    9,    0
  323,20030720,   10,    0
  323,20030720,   11,    0
  323,20030720,   12,    0
  323,20030720,   13,    0
  323,20030720,   14,    0
  323,20030720,   15,    0
  323,20030720,   16,    0
  323,20030720,   17,    0
  323,20030720,   18,    0
  323,20030720,   19,    0
  323,20030720,   20,    0
  323,20030720,   21,    0
  323,20030720,   22,    0
  323,20030720,   23,    0
  323,20030720,   24,    0
  323,20030721,    1,    0
  323,20030721,    2,    0
  323,20030721,    3,    0
  323,20030721,    4,    0
  323,20030721,    5,    0
  323,20030721,    6,    0
  323,20030721,    7,    0
  323,20030721,    8,    0
  323,20030721,    9,    0
  323,20030721,   10,    0
  323,20030721,   11,    0
  323,20030721,   12,    0
  323,20030721,   13,    0
  323,20030721,   14,    0
  323,20030721,   15,    0
  323,20030721,   16,    0
  323,20030721,   17,    0
  323,20030721,   18,    0
  323,20030721,   19,    0
  323,20030721,   20,    0
  323,20030721,   21,    0
  323,20030721,   22,    0
  323,20030721,   23,    0
  323,20030721,   24,    0
  323,20030722,    1,    0
  323,20030722,    2,    0
  323,20030722,    3,    0
  323,20030722,    4,    0
  323,20030722,    5,    0
  323,20030722,    6,    0
  323,20030722,    7,    0
  323,20030722,    8,    0
  323,20030722,    9,    0
  323,20030722,   10,    0
  323,20030722,   11,    0
  323,20030722,   12,    0
  323,20030722,   13,    0
  323,20030722,   14,    0
  323,20030722,   15,    0
  323,20030722,   16,    0
  323,20030722,   17,    0
  323,20030722,   18,    0
  323,20030722,   19,    0
  323,20030722,   20,    0
  323,20030722,   21,    0
  323,20030722,   22,    0
  323,20030722,   23,    0
  323,20030722,   24,    0
  323,20030723,    1,    0
  323,20030723,    2,    0
  323,20030723,    3,    0
  323,20030723,    4,    0
  323,20030723,    5,    0
  323,20030723,    6,    0
  323,20030723,    7,    0
  323,20030723,    8,    0
  323,20030723,    9,    0
  323,20030723,   10,    0
  323,20030723,   11,    0
  323,20030723,   12,    0
  323,20030723,   13,    0
  323,20030723,   14,    0
  323,20030723,   15,    0
  323,20030723,   16,    0
  323,20030723,   17,    0
  323,20030723,   18,    0
  323,20030723,   19,    0
  323,20030723,   20,    0
  323,20030723,   21,    0
  323,20030723,   22,    0
  323,20030723,   23,    0
  323,20030723,   24,    0
  323,20030724,    1,    0
  323,20030724,    2,    0
  323,20030724,    3,    0
  323,20030724,    4,    0
  323,20030724,    5,    0
  323,20030724,    6,    0
  323,20030724,    7,    0
  323,20030724,    8,    0
  323,20030724,    9,    0
  323,20030724,   10,    6
  323,20030724,   11,    0
  323,20030724,   12,    0
  323,20030724,   13,    0
  323,20030724,   14,    0
  323,20030724,   15,    0
  323,20030724,   16,    0
  323,20030724,   17,    0
  323,20030724,   18,    0
  323,20030724,   19,    0
  323,20030724,   20,    0
  323,20030724,   21,    0
  323,20030724,   22,    0
  323,20030724,   23,    0
  323,20030724,   24,    0
  323,20030725,    1,    0
  323,20030725,    2,    0
  323,20030725,    3,    0
  323,20030725,    4,    0
  323,20030725,    5,    0
  323,20030725,    6,    0
  323,20030725,    7,    0
  323,20030725,    8,    0
  323,20030725,    9,    0
  323,20030725,   10,    0
  323,20030725,   11,    0
  323,20030725,   12,    0
  323,20030725,   13,    0
  323,20030725,   14,    2
  323,20030725,   15,    3
  323,20030725,   16,    3
  323,20030725,   17,    1
  323,20030725,   18,    0
  323,20030725,   19,    8
  323,20030725,   20,    0
  323,20030725,   21,    3
  323,20030725,   22,    0
  323,20030725,   23,    0
  323,20030725,   24,    0
  323,20030726,    1,    0
  323,20030726,    2,    0
  323,20030726,    3,    0
  323,20030726,    4,    0
  323,20030726,    5,    0
  323,20030726,    6,    0
  323,20030726,    7,    0
  323,20030726,    8,    0
  323,20030726,    9,    0
  323,20030726,   10,    0
  323,20030726,   11,    0
  323,20030726,   12,    0
  323,20030726,   13,    0
  323,20030726,   14,    0
  323,20030726,   15,    0
  323,20030726,   16,    0
  323,20030726,   17,    0
  323,20030726,   18,    0
  323,20030726,   19,    0
  323,20030726,   20,    0
  323,20030726,   21,    0
  323,20030726,   22,    0
  323,20030726,   23,    0
  323,20030726,   24,    1
  323,20030727,    1,   11
  323,20030727,    2,    1
  323,20030727,    3,    1
  323,20030727,    4,    0
  323,20030727,    5,    0
  323,20030727,    6,    0
  323,20030727,    7,    0
  323,20030727,    8,    1
  323,20030727,    9,    1
  323,20030727,   10,    1
  323,20030727,   11,    0
  323,20030727,   12,    0
  323,20030727,   13,    0
  323,20030727,   14,    0
  323,20030727,   15,    0
  323,20030727,   16,    0
  323,20030727,   17,    0
  323,20030727,   18,    0
  323,20030727,   19,    0
  323,20030727,   20,    0
  323,20030727,   21,    0
  323,20030727,   22,    0
  323,20030727,   23,    0
  323,20030727,   24,    0
  323,20030728,    1,    0
  323,20030728,    2,    0
  323,20030728,    3,    0
  323,20030728,    4,    0
  323,20030728,    5,    0
  323,20030728,    6,    0
  323,20030728,    7,    0
  323,20030728,    8,    0
  323,20030728,    9,    0
  323,20030728,   10,    0
  323,20030728,   11,    0
  323,20030728,   12,    0
  323,20030728,   13,    0
  323,20030728,   14,    0
  323,20030728,   15,    0
  323,20030728,   16,    5
  323,20030728,   17,    0
  323,20030728,   18,    0
  323,20030728,   19,    0
  323,20030728,   20,    0
  323,20030728,   21,    0
  323,20030728,   22,    0
  323,20030728,   23,    0
  323,20030728,   24,    0
  323,20030729,    1,    0
  323,20030729,    2,    0
  323,20030729,    3,    0
  323,20030729,    4,    0
  323,20030729,    5,    0
  323,20030729,    6,    0
  323,20030729,    7,    0
  323,20030729,    8,    0
  323,20030729,    9,    0
  323,20030729,   10,    0
  323,20030729,   11,    0
  323,20030729,   12,    0
  323,20030729,   13,    0
  323,20030729,   14,    0
  323,20030729,   15,    0
  323,20030729,   16,    0
  323,20030729,   17,    0
  323,20030729,   18,    0
  323,20030729,   19,    0
  323,20030729,   20,    0
  323,20030729,   21,    0
  323,20030729,   22,    0
  323,20030729,   23,    1
  323,20030729,   24,    1
  323,20030730,    1,    2
  323,20030730,    2,   18
  323,20030730,    3,   19
  323,20030730,    4,    2
  323,20030730,    5,   12
  323,20030730,    6,   -1
  323,20030730,    7,    0
  323,20030730,    8,    0
  323,20030730,    9,    0
  323,20030730,   10,    0
  323,20030730,   11,    0
  323,20030730,   12,    0
  323,20030730,   13,    0
  323,20030730,   14,    0
  323,20030730,   15,    0
  323,20030730,   16,    0
  323,20030730,   17,    0
  323,20030730,   18,    0
  323,20030730,   19,    0
  323,20030730,   20,    0
  323,20030730,   21,    0
  323,20030730,   22,    0
  323,20030730,   23,    0
  323,20030730,   24,    0
  323,20030731,    1,    0
  323,20030731,    2,    0
  323,20030731,    3,    0
  323,20030731,    4,    0
  323,20030731,    5,    0
  323,20030731,    6,    0
  323,20030731,    7,    0
  323,20030731,    8,    0
  323,20030731,    9,    0
  323,20030731,   10,    0
  323,20030731,   11,    0
  323,20030731,   12,    0
  323,20030731,   13,    0
  323,20030731,   14,    0
  323,20030731,   15,    0
  323,20030731,   16,    0
  323,20030731,   17,    0
  323,20030731,   18,    0
  323,20030731,   19,    0
  323,20030731,   20,    0
  323,20030731,   21,    0
  323,20030731,   22,    0
  323,20030731,   23,    0
  323,20030731,   24,    0
  323,20030801,    1,    0
  323,20030801,    2,    0
  323,20030801,    3,    0
  323,20030801,    4,    0
  323,20030801,    5,    0
  323,20030801,    6,    0
  323,20030801,    7,    0
  323,20030801,    8,    0
  323,20030801,    9,    0
  323,20030801,   10,    0
  323,20030801,   11,    0
  323,20030801,   12,    0
  323,20030801,   13,    0
  323,20030801,   14,    0
  323,20030801,   15,    0
  323,20030801,   16,    0
  323,20030801,   17,    0
  323,20030801,   18,    0
  323,20030801,   19,    0
  323,20030801,   20,    0
  323,20030801,   21,    0
  323,20030801,   22,    0
  323,20030801,   23,    0
  323,20030801,   24,    0
  323,20030802,    1,    0
  323,20030802,    2,    0
  323,20030802,    3,    0
  323,20030802,    4,    0
  323,20030802,    5,    0
  323,20030802,    6,    0
  323,20030802,    7,    0
  323,20030802,    8,    0
  323,20030802,    9,    0
  323,20030802,   10,    0
  323,20030802,   11,    0
  323,20030802,   12,    0
  323,20030802,   13,    0
  323,20030802,   14,    0
  323,20030802,   15,    0
  323,20030802,   16,    0
  323,20030802,   17,    0
  323,20030802,   18,    0
  323,20030802,   19,    0
  323,20030802,   20,    0
  323,20030802,   21,    0
  323,20030802,   22,    0
  323,20030802,   23,    0
  323,20030802,   24,    0
  323,20030803,    1,    0
  323,20030803,    2,    0
  323,20030803,    3,    0
  323,20030803,    4,    0
  323,20030803,    5,    0
  323,20030803,    6,    0
  323,20030803,    7,    0
  323,20030803,    8,    0
  323,20030803,    9,    0
  323,20030803,   10,    0
  323,20030803,   11,    0
  323,20030803,   12,    0
  323,20030803,   13,    0
  323,20030803,   14,    0
  323,20030803,   15,    0
  323,20030803,   16,    0
  323,20030803,   17,    0
  323,20030803,   18,    0
  323,20030803,   19,    0
  323,20030803,   20,    0
  323,20030803,   21,    0
  323,20030803,   22,    0
  323,20030803,   23,    0
  323,20030803,   24,    0
  323,20030804,    1,    0
  323,20030804,    2,    0
  323,20030804,    3,    0
  323,20030804,    4,    0
  323,20030804,    5,    0
  323,20030804,    6,    0
  323,20030804,    7,    0
  323,20030804,    8,    0
  323,20030804,    9,    0
  323,20030804,   10,    0
  323,20030804,   11,    0
  323,20030804,   12,    0
  323,20030804,   13,    0
  323,20030804,   14,    0
  323,20030804,   15,    0
  323,20030804,   16,    0
  323,20030804,   17,    0
  323,20030804,   18,    0
  323,20030804,   19,    0
  323,20030804,   20,    0
  323,20030804,   21,    0
  323,20030804,   22,    0
  323,20030804,   23,    0
  323,20030804,   24,    0
  323,20030805,    1,    0
  323,20030805,    2,    0
  323,20030805,    3,    0
  323,20030805,    4,    0
  323,20030805,    5,    0
  323,20030805,    6,    0
  323,20030805,    7,    0
  323,20030805,    8,    0
  323,20030805,    9,    0
  323,20030805,   10,    0
  323,20030805,   11,    0
  323,20030805,   12,    0
  323,20030805,   13,    0
  323,20030805,   14,    0
  323,20030805,   15,    0
  323,20030805,   16,    0
  323,20030805,   17,    0
  323,20030805,   18,    0
  323,20030805,   19,    0
  323,20030805,   20,    0
  323,20030805,   21,    0
  323,20030805,   22,    0
  323,20030805,   23,    0
  323,20030805,   24,    0
  323,20030806,    1,    0
  323,20030806,    2,    0
  323,20030806,    3,    0
  323,20030806,    4,    0
  323,20030806,    5,    0
  323,20030806,    6,    0
  323,20030806,    7,    0
  323,20030806,    8,    0
  323,20030806,    9,    0
  323,20030806,   10,    0
  323,20030806,   11,    0
  323,20030806,   12,    0
  323,20030806,   13,    0
  323,20030806,   14,    0
  323,20030806,   15,    0
  323,20030806,   16,    0
  323,20030806,   17,    0
  323,20030806,   18,    0
  323,20030806,   19,    0
  323,20030806,   20,    0
  323,20030806,   21,    0
  323,20030806,   22,    0
  323,20030806,   23,    0
  323,20030806,   24,    0
  323,20030807,    1,    0
  323,20030807,    2,    0
  323,20030807,    3,    0
  323,20030807,    4,    0
  323,20030807,    5,    0
  323,20030807,    6,    0
  323,20030807,    7,    0
  323,20030807,    8,    0
  323,20030807,    9,    0
  323,20030807,   10,    0
  323,20030807,   11,    0
  323,20030807,   12,    0
  323,20030807,   13,    0
  323,20030807,   14,    0
  323,20030807,   15,    0
  323,20030807,   16,    0
  323,20030807,   17,    0
  323,20030807,   18,    0
  323,20030807,   19,    0
  323,20030807,   20,    0
  323,20030807,   21,    0
  323,20030807,   22,    0
  323,20030807,   23,    0
  323,20030807,   24,    0
  323,20030808,    1,    0
  323,20030808,    2,    0
  323,20030808,    3,    0
  323,20030808,    4,    0
  323,20030808,    5,    0
  323,20030808,    6,    0
  323,20030808,    7,    0
  323,20030808,    8,    0
  323,20030808,    9,    0
  323,20030808,   10,    0
  323,20030808,   11,    0
  323,20030808,   12,    0
  323,20030808,   13,    0
  323,20030808,   14,    0
  323,20030808,   15,    0
  323,20030808,   16,    0
  323,20030808,   17,    0
  323,20030808,   18,    0
  323,20030808,   19,    0
  323,20030808,   20,    0
  323,20030808,   21,    0
  323,20030808,   22,    0
  323,20030808,   23,    0
  323,20030808,   24,    0
  323,20030809,    1,    0
  323,20030809,    2,    0
  323,20030809,    3,    0
  323,20030809,    4,    0
  323,20030809,    5,    0
  323,20030809,    6,    0
  323,20030809,    7,    0
  323,20030809,    8,    0
  323,20030809,    9,    0
  323,20030809,   10,    0
  323,20030809,   11,    0
  323,20030809,   12,    0
  323,20030809,   13,    0
  323,20030809,   14,    0
  323,20030809,   15,    0
  323,20030809,   16,    0
  323,20030809,   17,    0
  323,20030809,   18,    0
  323,20030809,   19,    0
  323,20030809,   20,    0
  323,20030809,   21,    0
  323,20030809,   22,    0
  323,20030809,   23,    0
  323,20030809,   24,    0
  323,20030810,    1,    0
  323,20030810,    2,    0
  323,20030810,    3,    0
  323,20030810,    4,    0
  323,20030810,    5,    0
  323,20030810,    6,    0
  323,20030810,    7,    0
  323,20030810,    8,    0
  323,20030810,    9,    0
  323,20030810,   10,    0
