DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE

STN      = stationsnummer/stationnumber
YYYYMMDD = datum/date (YYYY=jaar/year MM=maand/month DD=dag/day)
RD       = 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag/
           daily precipitation amount in 0.1 mm over the period 08.00 preceding day - 08.00 UTC present day
SX       = codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC:

           codecijfer/code    sneeuwdikte/snow cover
           1                                    1 cm
           ...                                   ...
           996                                996 cm

           997 gebroken sneeuwdek/broken snow cover < 1 cm
           998 gebroken sneeuwdek/broken snow cover >=1 cm
           999 sneeuwhopen/snow dunes

5 spaties betekent een ontbrekende waarde/5 spaces represents a missing value

STN,YYYYMMDD,   RD,   SX,
757,19891229,    0,    0,
757,19891230,    2,    0,
757,19891231,    4,    0,
757,19900101,    0,    0,
757,19900102,    0,    0,
757,19900103,    0,    0,
757,19900104,    0,    0,
757,19900105,    0,    0,
757,19900106,    0,    0,
757,19900107,    3,    0,
757,19900108,    1,    0,
757,19900109,   10,    0,
757,19900110,    8,    0,
757,19900111,    0,    0,
757,19900112,    0,    0,
757,19900113,   17,    0,
757,19900114,   18,    0,
757,19900115,    7,    0,
757,19900116,   23,    0,
757,19900117,   16,    0,
757,19900118,    0,    0,
757,19900119,    0,    0,
757,19900120,   33,    0,
757,19900121,    7,    0,
757,19900122,    1,    0,
757,19900123,   10,    0,
757,19900124,  195,    0,
757,19900125,  100,    0,
757,19900126,   42,    0,
757,19900127,   38,    0,
757,19900128,    6,    0,
757,19900129,    3,    0,
757,19900130,    6,    0,
757,19900131,    0,    0,
757,19900201,    2,    0,
757,19900202,   43,    0,
757,19900203,   72,    0,
757,19900204,   67,    0,
757,19900205,    0,    0,
757,19900206,    0,    0,
757,19900207,    0,    0,
757,19900208,   43,    0,
757,19900209,    2,    0,
757,19900210,    0,    0,
757,19900211,   37,    0,
757,19900212,   61,    0,
757,19900213,    2,    0,
757,19900214,   75,    0,
757,19900215,   69,    0,
757,19900216,   15,    0,
757,19900217,    0,    0,
757,19900218,   48,    0,
757,19900219,   39,    0,
757,19900220,    0,    0,
757,19900221,    0,    0,
757,19900222,    0,    0,
757,19900223,    0,    0,
757,19900224,    0,    0,
757,19900225,    0,    0,
757,19900226,   61,    0,
757,19900227,   85,    0,
757,19900228,    1,    0,
757,19900301,   63,    0,
757,19900302,   50,    0,
757,19900303,   19,    0,
757,19900304,    0,    0,
757,19900305,    0,    0,
757,19900306,    0,    0,
757,19900307,    0,    0,
757,19900308,    0,    0,
757,19900309,    0,    0,
757,19900310,   13,    0,
757,19900311,    0,    0,
757,19900312,    0,    0,
757,19900313,    0,    0,
757,19900314,    7,    0,
757,19900315,    0,    0,
757,19900316,    0,    0,
757,19900317,    0,    0,
757,19900318,    0,    0,
757,19900319,    0,    0,
757,19900320,   25,    0,
757,19900321,    0,    0,
757,19900322,    0,    0,
757,19900323,    0,    0,
757,19900324,    0,    0,
757,19900325,   49,    0,
757,19900326,   36,    0,
757,19900327,   14,    0,
757,19900328,    0,    0,
757,19900329,    0,    0,
757,19900330,    0,    0,
757,19900331,    0,    0,
757,19900401,    0,    0,
757,19900402,    0,    0,
757,19900403,   31,    0,
757,19900404,   39,    0,
757,19900405,    0,    0,
757,19900406,    0,    0,
757,19900407,    0,    0,
757,19900408,    0,    0,
757,19900409,    0,    0,
757,19900410,    0,    0,
757,19900411,   28,    0,
757,19900412,    0,    0,
757,19900413,    0,    0,
757,19900414,   53,    0,
757,19900415,  202,    0,
757,19900416,   71,    0,
757,19900417,   40,    0,
757,19900418,   27,    0,
757,19900419,    9,    0,
757,19900420,   41,    0,
757,19900421,   24,    0,
757,19900422,    0,    0,
757,19900423,    0,    0,
757,19900424,   10,    0,
757,19900425,    0,    0,
757,19900426,    0,    0,
757,19900427,   35,    0,
757,19900428,    0,    0,
757,19900429,    0,    0,
757,19900430,    0,    0,
757,19900501,    0,    0,
757,19900502,    0,    0,
757,19900503,    0,    0,
757,19900504,    0,    0,
757,19900505,    0,    0,
757,19900506,    0,    0,
757,19900507,    0,    0,
757,19900508,    0,    0,
757,19900509,    0,    0,
757,19900510,    6,    0,
757,19900511,    0,    0,
757,19900512,   81,    0,
757,19900513,   26,    0,
757,19900514,    0,    0,
757,19900515,    0,    0,
757,19900516,   11,    0,
757,19900517,    0,    0,
757,19900518,    0,    0,
757,19900519,    0,    0,
757,19900520,    0,    0,
757,19900521,    0,    0,
757,19900522,    0,    0,
757,19900523,    0,    0,
757,19900524,    0,    0,
757,19900525,    0,    0,
757,19900526,    0,    0,
757,19900527,    0,    0,
757,19900528,    0,    0,
757,19900529,    0,    0,
757,19900530,    0,    0,
757,19900531,    0,    0,
757,19900601,    0,    0,
757,19900602,   99,    0,
757,19900603,   10,    0,
757,19900604,   87,    0,
757,19900605,    0,    0,
757,19900606,    1,    0,
757,19900607,   37,    0,
757,19900608,   13,    0,
757,19900609,    3,    0,
757,19900610,    1,    0,
757,19900611,    5,    0,
757,19900612,    0,    0,
757,19900613,    9,    0,
757,19900614,    0,    0,
757,19900615,    0,    0,
757,19900616,    0,    0,
757,19900617,    0,    0,
757,19900618,    0,    0,
757,19900619,    6,    0,
757,19900620,  138,    0,
757,19900621,  139,    0,
757,19900622,   37,    0,
757,19900623,    9,    0,
757,19900624,   48,    0,
757,19900625,    0,    0,
757,19900626,    0,    0,
757,19900627,    1,    0,
757,19900628,   21,    0,
757,19900629,    0,    0,
757,19900630,    0,    0,
757,19900701,   29,    0,
757,19900702,  162,    0,
757,19900703,    3,    0,
757,19900704,    0,    0,
757,19900705,    4,    0,
757,19900706,   66,    0,
757,19900707,   16,    0,
757,19900708,   31,    0,
757,19900709,    1,    0,
757,19900710,   30,    0,
757,19900711,    2,    0,
757,19900712,    0,    0,
757,19900713,    0,    0,
757,19900714,    0,    0,
757,19900715,    0,    0,
757,19900716,    0,    0,
757,19900717,    0,    0,
757,19900718,    0,    0,
757,19900719,    0,    0,
757,19900720,    0,    0,
757,19900721,    0,    0,
757,19900722,    0,    0,
757,19900723,    0,    0,
757,19900724,    0,    0,
757,19900725,    0,    0,
757,19900726,    0,    0,
757,19900727,    0,    0,
757,19900728,    0,    0,
757,19900729,   53,    0,
757,19900730,    0,    0,
757,19900731,    2,    0,
757,19900801,    0,    0,
757,19900802,    0,    0,
757,19900803,    0,    0,
757,19900804,    0,    0,
757,19900805,    0,    0,
757,19900806,    0,    0,
757,19900807,    6,    0,
757,19900808,   10,    0,
757,19900809,    0,    0,
757,19900810,    0,    0,
757,19900811,    0,    0,
757,19900812,    0,    0,
757,19900813,    0,    0,
757,19900814,    0,    0,
757,19900815,    0,    0,
757,19900816,    8,    0,
757,19900817,   43,    0,
757,19900818,   38,    0,
757,19900819,    0,    0,
757,19900820,   96,    0,
757,19900821,   88,    0,
757,19900822,    0,    0,
757,19900823,    0,    0,
757,19900824,    0,    0,
757,19900825,    0,    0,
757,19900826,    0,    0,
757,19900827,    0,    0,
757,19900828,    0,    0,
757,19900829,    0,    0,
757,19900830,    0,    0,
757,19900831,   28,    0,
757,19900901,  105,    0,
757,19900902,    0,    0,
757,19900903,    0,    0,
757,19900904,  127,    0,
757,19900905,   27,    0,
757,19900906,    1,    0,
757,19900907,   69,    0,
757,19900908,  147,    0,
757,19900909,    2,    0,
757,19900910,    0,    0,
757,19900911,    8,    0,
757,19900912,    0,    0,
757,19900913,    0,    0,
757,19900914,    0,    0,
757,19900915,    0,    0,
757,19900916,    0,    0,
757,19900917,    0,    0,
757,19900918,  222,    0,
757,19900919,    0,    0,
757,19900920,   42,    0,
757,19900921,   63,    0,
757,19900922,    2,    0,
757,19900923,   13,    0,
757,19900924,   66,    0,
757,19900925,  138,    0,
757,19900926,    9,    0,
757,19900927,    2,    0,
757,19900928,   15,    0,
757,19900929,    0,    0,
757,19900930,   65,    0,
757,19901001,    7,    0,
757,19901002,    2,    0,
757,19901003,    0,    0,
757,19901004,   47,    0,
757,19901005,    0,    0,
757,19901006,   35,    0,
757,19901007,    0,    0,
757,19901008,   23,    0,
757,19901009,    0,    0,
757,19901010,    0,    0,
757,19901011,    0,    0,
757,19901012,    0,    0,
757,19901013,    0,    0,
757,19901014,    0,    0,
757,19901015,    0,    0,
757,19901016,    0,    0,
757,19901017,    0,    0,
757,19901018,   61,    0,
757,19901019,  121,    0,
757,19901020,   15,    0,
757,19901021,    0,    0,
757,19901022,    0,    0,
757,19901023,    0,    0,
757,19901024,    0,    0,
757,19901025,    0,    0,
757,19901026,   78,    0,
757,19901027,   45,    0,
757,19901028,   18,    0,
757,19901029,  257,    0,
757,19901030,   70,    0,
757,19901031,   59,    0,
757,19901101,  241,    0,
757,19901102,   37,    0,
757,19901103,   53,    0,
757,19901104,   76,    0,
757,19901105,   63,    0,
757,19901106,    0,    0,
757,19901107,    0,    0,
757,19901108,    0,    0,
757,19901109,    0,    0,
757,19901110,    0,    0,
757,19901111,   47,    0,
757,19901112,    0,    0,
757,19901113,   22,    0,
757,19901114,   88,    0,
757,19901115,   12,    0,
757,19901116,    0,    0,
757,19901117,    4,    0,
757,19901118,   17,    0,
757,19901119,    8,    0,
757,19901120,   58,    0,
757,19901121,   38,    0,
757,19901122,   10,    0,
757,19901123,    0,    0,
757,19901124,    4,    0,
757,19901125,   76,    0,
757,19901126,    2,    0,
757,19901127,   13,    0,
757,19901128,    0,    0,
757,19901129,    0,    0,
757,19901130,   13,    0,
757,19901201,    0,    0,
757,19901202,   19,    0,
757,19901203,    2,    0,
757,19901204,    1,    0,
757,19901205,   16,    0,
757,19901206,    0,    0,
757,19901207,    0,    0,
757,19901208,    0,    0,
757,19901209,    2,    0,
757,19901210,    6,    0,
757,19901211,   63,    0,
757,19901212,   31,    0,
757,19901213,   50,    0,
757,19901214,    0,    0,
757,19901215,    6,    0,
757,19901216,    0,    0,
757,19901217,    0,    0,
757,19901218,    0,    0,
757,19901219,    0,    0,
757,19901220,   30,    0,
757,19901221,   85,    0,
757,19901222,    1,    0,
757,19901223,    7,    0,
757,19901224,    0,    0,
757,19901225,    1,    0,
757,19901226,   28,    0,
757,19901227,  149,    0,
757,19901228,    0,    0,
757,19901229,   26,    0,
757,19901230,   87,    0,
757,19901231,    0,    0,
757,19910101,    8,    0,
757,19910102,   69,    0,
757,19910103,  125,    0,
757,19910104,   71,    0,
757,19910105,   16,    0,
757,19910106,   49,    0,
757,19910107,    9,    0,
757,19910108,   42,    0,
757,19910109,   30,    0,
757,19910110,   32,    0,
757,19910111,   15,    0,
757,19910112,    2,    0,
757,19910113,   18,    0,
757,19910114,    0,    0,
757,19910115,    0,    0,
757,19910116,    0,    0,
757,19910117,    0,    0,
757,19910118,    0,    0,
757,19910119,   18,    0,
757,19910120,   46,    0,
757,19910121,    0,    0,
757,19910122,   18,    0,
757,19910123,    0,    0,
757,19910124,    0,    0,
757,19910125,    0,    0,
757,19910126,    0,    0,
757,19910127,    0,    0,
757,19910128,    0,    0,
757,19910129,    0,    0,
757,19910130,    0,    0,
757,19910131,    0,    0,
757,19910201,    0,    0,
757,19910202,    0,    0,
757,19910203,    0,    0,
757,19910204,    0,    0,
757,19910205,    0,    0,
757,19910206,    0,    0,
757,19910207,    2,  997,
757,19910208,   19,    2,
757,19910209,   17,    2,
757,19910210,    6,    2,
757,19910211,   45,   15,
757,19910212,   28,   15,
757,19910213,    0,    8,
757,19910214,   64,   15,
757,19910215,   11,    8,
757,19910216,   88,    2,
757,19910217,    0,    0,
757,19910218,    0,    0,
757,19910219,    0,    0,
757,19910220,    0,    0,
757,19910221,    0,    0,
757,19910222,   14,    0,
757,19910223,    0,    0,
757,19910224,    2,    0,
757,19910225,    0,    0,
757,19910226,    0,    0,
757,19910227,    0,    0,
757,19910228,   28,    0,
757,19910301,   34,    0,
757,19910302,   65,    0,
757,19910303,    0,    0,
757,19910304,    0,    0,
757,19910305,   34,    0,
757,19910306,   28,    0,
757,19910307,    0,    0,
757,19910308,   13,    0,
757,19910309,    9,    0,
757,19910310,    8,    0,
757,19910311,   11,    0,
757,19910312,    0,    0,
757,19910313,    0,    0,
757,19910314,    0,    0,
757,19910315,    0,    0,
757,19910316,    5,    0,
757,19910317,   10,    0,
757,19910318,    0,    0,
757,19910319,   36,    0,
757,19910320,    0,    0,
757,19910321,   12,    0,
757,19910322,    0,    0,
757,19910323,    0,    0,
757,19910324,    0,    0,
757,19910325,    0,    0,
757,19910326,    0,    0,
757,19910327,    0,    0,
757,19910328,    0,    0,
757,19910329,    0,    0,
757,19910330,    0,    0,
757,19910331,    0,    0,
757,19910401,    0,    0,
757,19910402,    1,    0,
757,19910403,   11,    0,
757,19910404,   14,    0,
757,19910405,   20,    0,
757,19910406,    0,    0,
757,19910407,   18,    0,
757,19910408,    5,    0,
757,19910409,    0,    0,
757,19910410,    0,    0,
757,19910411,    0,    0,
757,19910412,    0,    0,
757,19910413,    0,    0,
757,19910414,    0,    0,
757,19910415,    0,    0,
757,19910416,    0,    0,
757,19910417,    4,    0,
757,19910418,    8,    0,
757,19910419,   70,    0,
757,19910420,    1,    0,
757,19910421,    0,    0,
757,19910422,   23,    0,
757,19910423,   40,    0,
757,19910424,    0,    0,
757,19910425,    0,    0,
757,19910426,    0,    0,
757,19910427,    0,    0,
757,19910428,    0,    0,
757,19910429,    0,    0,
757,19910430,   86,    0,
757,19910501,   80,    0,
757,19910502,   15,    0,
757,19910503,   12,    0,
757,19910504,    2,    0,
757,19910505,   21,    0,
757,19910506,   69,    0,
757,19910507,    1,    0,
757,19910508,   26,    0,
757,19910509,    0,    0,
757,19910510,    0,    0,
757,19910511,    0,    0,
757,19910512,    0,    0,
757,19910513,    0,    0,
757,19910514,    7,    0,
757,19910515,    0,    0,
757,19910516,   51,    0,
757,19910517,    5,    0,
757,19910518,    1,    0,
757,19910519,    0,    0,
757,19910520,    0,    0,
757,19910521,    0,    0,
757,19910522,    0,    0,
757,19910523,    0,    0,
757,19910524,    0,    0,
757,19910525,    0,    0,
757,19910526,    0,    0,
757,19910527,    0,    0,
757,19910528,    0,    0,
757,19910529,    0,    0,
757,19910530,    0,    0,
757,19910531,    0,    0,
757,19910601,    0,    0,
757,19910602,    0,    0,
757,19910603,    0,    0,
757,19910604,    9,    0,
757,19910605,    0,    0,
757,19910606,    4,    0,
757,19910607,   10,    0,
757,19910608,   20,    0,
757,19910609,    8,    0,
757,19910610,   13,    0,
757,19910611,    2,    0,
757,19910612,    7,    0,
757,19910613,   29,    0,
757,19910614,    2,    0,
757,19910615,  121,    0,
757,19910616,   69,    0,
757,19910617,    0,    0,
757,19910618,   11,    0,
757,19910619,   65,    0,
757,19910620,   32,    0,
757,19910621,   50,    0,
757,19910622,  149,    0,
757,19910623,    0,    0,
757,19910624,   44,    0,
757,19910625,   28,    0,
757,19910626,   99,    0,
757,19910627,  140,    0,
757,19910628,   65,    0,
757,19910629,    0,    0,
757,19910630,    0,    0,
757,19910701,    6,    0,
757,19910702,  195,    0,
757,19910703,  167,    0,
757,19910704,    0,    0,
757,19910705,    0,    0,
757,19910706,    0,    0,
757,19910707,    0,    0,
757,19910708,  288,    0,
757,19910709,    8,    0,
757,19910710,    0,    0,
757,19910711,    0,    0,
757,19910712,   82,    0,
757,19910713,    0,    0,
757,19910714,  112,    0,
757,19910715,    0,    0,
757,19910716,    2,    0,
757,19910717,    0,    0,
757,19910718,    2,    0,
757,19910719,   58,    0,
757,19910720,    1,    0,
757,19910721,    0,    0,
757,19910722,    0,    0,
757,19910723,    0,    0,
757,19910724,   62,    0,
757,19910725,   38,    0,
757,19910726,    0,    0,
757,19910727,    0,    0,
757,19910728,    0,    0,
757,19910729,    0,    0,
757,19910730,    0,    0,
757,19910731,   22,    0,
757,19910801,    0,    0,
757,19910802,    0,    0,
757,19910803,    0,    0,
757,19910804,    0,    0,
757,19910805,    0,    0,
757,19910806,    0,    0,
757,19910807,    0,    0,
757,19910808,    0,    0,
757,19910809,    0,    0,
757,19910810,    0,    0,
757,19910811,    0,    0,
757,19910812,   17,    0,
757,19910813,    0,    0,
757,19910814,    0,    0,
757,19910815,    0,    0,
757,19910816,    0,    0,
757,19910817,    6,    0,
757,19910818,    9,    0,
757,19910819,    3,    0,
757,19910820,    0,    0,
757,19910821,    1,    0,
757,19910822,    0,    0,
757,19910823,   55,    0,
757,19910824,    0,    0,
757,19910825,    0,    0,
757,19910826,    0,    0,
757,19910827,    0,    0,
757,19910828,    0,    0,
757,19910829,    0,    0,
757,19910830,    0,    0,
757,19910831,    0,    0,
757,19910901,    0,    0,
757,19910902,    0,    0,
757,19910903,    0,    0,
757,19910904,    0,    0,
757,19910905,    0,    0,
757,19910906,    0,    0,
757,19910907,    0,    0,
757,19910908,    0,    0,
757,19910909,    0,    0,
757,19910910,    0,    0,
757,19910911,    0,    0,
757,19910912,    3,    0,
757,19910913,    0,    0,
757,19910914,    0,    0,
757,19910915,    2,    0,
757,19910916,   48,    0,
757,19910917,   71,    0,
757,19910918,    0,    0,
757,19910919,    8,    0,
757,19910920,    0,    0,
757,19910921,    0,    0,
757,19910922,    0,    0,
757,19910923,   28,    0,
757,19910924,    6,    0,
757,19910925,   60,    0,
757,19910926,   16,    0,
757,19910927,  110,    0,
757,19910928,  144,    0,
757,19910929,   44,    0,
757,19910930,  141,    0,
757,19911001,   89,    0,
757,19911002,    6,    0,
757,19911003,    0,    0,
757,19911004,    6,    0,
757,19911005,    0,    0,
757,19911006,   41,    0,
757,19911007,    0,    0,
757,19911008,    0,    0,
757,19911009,    0,    0,
757,19911010,    0,    0,
757,19911011,    0,    0,
757,19911012,    0,    0,
757,19911013,   60,    0,
757,19911014,    0,    0,
757,19911015,    0,    0,
757,19911016,    0,    0,
757,19911017,   32,    0,
757,19911018,   88,    0,
757,19911019,   82,    0,
757,19911020,   75,    0,
757,19911021,   10,    0,
757,19911022,    2,    0,
757,19911023,   10,    0,
757,19911024,    6,    0,
757,19911025,   11,    0,
757,19911026,    0,    0,
757,19911027,    0,    0,
757,19911028,    0,    0,
757,19911029,    0,    0,
757,19911030,    0,    0,
757,19911031,    0,    0,
757,19911101,    0,    0,
757,19911102,   20,    0,
757,19911103,   31,    0,
757,19911104,   72,    0,
757,19911105,  100,    0,
757,19911106,  130,    0,
757,19911107,   70,    0,
757,19911108,   43,    0,
757,19911109,   73,    0,
757,19911110,  208,    0,
757,19911111,   32,    0,
757,19911112,   47,    0,
757,19911113,  116,    0,
757,19911114,   37,    0,
757,19911115,    5,    0,
757,19911116,   11,    0,
757,19911117,    0,    0,
757,19911118,   37,    0,
757,19911119,   36,    0,
757,19911120,  187,    0,
757,19911121,    5,    0,
757,19911122,   20,    0,
757,19911123,    9,    0,
757,19911124,    0,    0,
757,19911125,    0,    0,
757,19911126,    0,    0,
757,19911127,    0,    0,
757,19911128,    0,    0,
757,19911129,    0,    0,
757,19911130,    1,    0,
757,19911201,    0,    0,
757,19911202,    0,    0,
757,19911203,    0,    0,
757,19911204,    0,    0,
757,19911205,    0,    0,
757,19911206,    0,    0,
757,19911207,    0,    0,
757,19911208,    0,    0,
757,19911209,    0,    0,
757,19911210,    0,    0,
757,19911211,    0,    0,
757,19911212,    0,    0,
757,19911213,    0,    0,
757,19911214,    0,    0,
757,19911215,    0,    0,
757,19911216,    0,    0,
757,19911217,   35,    0,
757,19911218,  111,    0,
757,19911219,   49,    0,
757,19911220,  176,    0,
757,19911221,   63,    0,
757,19911222,   75,    0,
757,19911223,    8,    0,
757,19911224,   12,    0,
757,19911225,    6,    0,
757,19911226,    0,    0,
757,19911227,    0,    0,
757,19911228,    0,    0,
757,19911229,    0,    0,
757,19911230,    2,    0,
757,19911231,    0,    0,
757,19920101,    0,    0,
757,19920102,    0,    0,
757,19920103,    0,    0,
757,19920104,   42,    0,
757,19920105,   65,    0,
757,19920106,   12,    0,
757,19920107,    0,    0,
757,19920108,    0,    0,
757,19920109,   18,    0,
757,19920110,   18,    0,
757,19920111,    0,    0,
757,19920112,    0,    0,
757,19920113,    9,    0,
757,19920114,    0,    0,
757,19920115,    0,    0,
757,19920116,    0,    0,
757,19920117,    0,    0,
757,19920118,    0,    0,
757,19920119,    0,    0,
757,19920120,   21,    0,
757,19920121,    0,    0,
757,19920122,    0,    0,
757,19920123,    0,    0,
757,19920124,    0,    0,
757,19920125,    0,    0,
757,19920126,    0,    0,
757,19920127,    0,    0,
757,19920128,    2,    0,
757,19920129,    0,    0,
757,19920130,    0,    0,
757,19920131,    0,    0,
757,19920201,    0,    0,
757,19920202,    0,    0,
757,19920203,   11,    0,
757,19920204,   37,    0,
757,19920205,   29,    0,
757,19920206,    1,    0,
757,19920207,    0,    0,
757,19920208,    0,    0,
757,19920209,    0,    0,
757,19920210,   26,    0,
757,19920211,   30,    0,
757,19920212,    9,    0,
757,19920213,    9,    0,
757,19920214,    1,    0,
757,19920215,   38,    0,
757,19920216,    0,    0,
757,19920217,   25,    0,
757,19920218,    0,    0,
757,19920219,    0,    0,
757,19920220,    0,    0,
757,19920221,    0,    0,
757,19920222,    0,    0,
757,19920223,    3,    0,
757,19920224,   43,    0,
757,19920225,    0,    0,
757,19920226,    0,    0,
757,19920227,    0,    0,
757,19920228,    0,    0,
757,19920229,    0,    0,
757,19920301,    0,    0,
757,19920302,   19,    0,
757,19920303,    0,    0,
757,19920304,    1,    0,
757,19920305,    0,    0,
757,19920306,   71,    0,
757,19920307,    0,    0,
757,19920308,    0,    0,
757,19920309,    0,    0,
757,19920310,    0,    0,
757,19920311,   48,    0,
757,19920312,   24,    0,
757,19920313,   75,    0,
757,19920314,   13,    0,
757,19920315,    6,    0,
757,19920316,    9,    0,
757,19920317,    0,    0,
757,19920318,    0,    0,
757,19920319,    5,    0,
757,19920320,    0,    0,
757,19920321,    2,    0,
757,19920322,   85,    0,
757,19920323,   33,    0,
757,19920324,   64,    0,
757,19920325,    0,    0,
757,19920326,   58,    0,
757,19920327,   15,    0,
757,19920328,   10,    0,
757,19920329,    5,    0,
757,19920330,   17,    0,
757,19920331,    5,    0,
757,19920401,   28,    0,
757,19920402,    0,    0,
757,19920403,    4,    0,
757,19920404,    0,    0,
757,19920405,    0,    0,
757,19920406,    0,    0,
757,19920407,    0,    0,
757,19920408,    0,    0,
757,19920409,    0,    0,
757,19920410,    0,    0,
757,19920411,    0,    0,
757,19920412,    0,    0,
757,19920413,   11,    0,
757,19920414,   35,    0,
757,19920415,   40,    0,
757,19920416,   78,    0,
757,19920417,    7,    0,
757,19920418,   77,    0,
757,19920419,    3,    0,
757,19920420,    0,    0,
757,19920421,    0,    0,
757,19920422,    0,    0,
757,19920423,    0,    0,
757,19920424,    0,    0,
757,19920425,   53,    0,
757,19920426,    2,    0,
757,19920427,   79,    0,
757,19920428,   34,    0,
757,19920429,   56,    0,
757,19920430,    0,    0,
757,19920501,  167,    0,
757,19920502,   31,    0,
757,19920503,    3,    0,
757,19920504,    0,    0,
757,19920505,    0,    0,
757,19920506,    0,    0,
757,19920507,    0,    0,
757,19920508,    0,    0,
757,19920509,   44,    0,
757,19920510,  124,    0,
757,19920511,   25,    0,
757,19920512,   20,    0,
757,19920513,    1,    0,
757,19920514,    0,    0,
757,19920515,    0,    0,
757,19920516,    0,    0,
757,19920517,    0,    0,
757,19920518,    0,    0,
757,19920519,    0,    0,
757,19920520,    0,    0,
757,19920521,    0,    0,
757,19920522,    0,    0,
757,19920523,    0,    0,
757,19920524,   18,    0,
757,19920525,  150,    0,
757,19920526,   11,    0,
757,19920527,    0,    0,
757,19920528,    0,    0,
757,19920529,    0,    0,
757,19920530,    6,    0,
757,19920531,    2,    0,
757,19920601,   46,    0,
757,19920602,  115,    0,
757,19920603,  233,    0,
757,19920604,  423,    0,
757,19920605,   50,    0,
757,19920606,   96,    0,
757,19920607,    8,    0,
757,19920608,    0,    0,
757,19920609,   25,    0,
757,19920610,   11,    0,
757,19920611,    0,    0,
757,19920612,    0,    0,
757,19920613,    0,    0,
757,19920614,    0,    0,
757,19920615,    0,    0,
757,19920616,    0,    0,
757,19920617,    0,    0,
757,19920618,    0,    0,
757,19920619,   90,    0,
757,19920620,   69,    0,
757,19920621,    0,    0,
757,19920622,   23,    0,
757,19920623,    3,    0,
757,19920624,    0,    0,
757,19920625,    0,    0,
757,19920626,    0,    0,
757,19920627,    0,    0,
757,19920628,    0,    0,
757,19920629,    0,    0,
757,19920630,    0,    0,
757,19920701,  104,    0,
757,19920702,    0,    0,
757,19920703,    0,    0,
757,19920704,  228,    0,
757,19920705,    6,    0,
757,19920706,    0,    0,
757,19920707,    0,    0,
757,19920708,    0,    0,
757,19920709,    0,    0,
757,19920710,    1,    0,
757,19920711,    9,    0,
757,19920712,   17,    0,
757,19920713,   75,    0,
757,19920714,   94,    0,
757,19920715,   35,    0,
757,19920716,    0,    0,
757,19920717,    0,    0,
757,19920718,  110,    0,
757,19920719,    0,    0,
757,19920720,    0,    0,
757,19920721,   44,    0,
757,19920722,    0,    0,
757,19920723,    0,    0,
757,19920724,    0,    0,
757,19920725,    8,    0,
757,19920726,    0,    0,
757,19920727,    0,    0,
757,19920728,    0,    0,
757,19920729,    0,    0,
757,19920730,    0,    0,
757,19920731,    0,    0,
757,19920801,    0,    0,
757,19920802,    0,    0,
757,19920803,    0,    0,
757,19920804,    1,    0,
757,19920805,    0,    0,
757,19920806,    0,    0,
757,19920807,    0,    0,
757,19920808,   47,    0,
757,19920809,    0,    0,
757,19920810,  244,    0,
757,19920811,    9,    0,
757,19920812,    1,    0,
757,19920813,   23,    0,
757,19920814,  318,    0,
757,19920815,    1,    0,
757,19920816,    0,    0,
757,19920817,   34,    0,
757,19920818,    0,    0,
757,19920819,    6,    0,
757,19920820,   48,    0,
757,19920821,  196,    0,
757,19920822,    0,    0,
757,19920823,   34,    0,
757,19920824,    1,    0,
757,19920825,   37,    0,
757,19920826,   80,    0,
757,19920827,    7,    0,
757,19920828,   12,    0,
757,19920829,   52,    0,
757,19920830,    6,    0,
757,19920831,   72,    0,
757,19920901,   59,    0,
757,19920902,   64,    0,
757,19920903,   15,    0,
757,19920904,  257,    0,
757,19920905,   16,    0,
757,19920906,    0,    0,
757,19920907,    0,    0,
757,19920908,    9,    0,
757,19920909,    0,    0,
757,19920910,    0,    0,
757,19920911,    0,    0,
757,19920912,    7,    0,
757,19920913,    0,    0,
757,19920914,   42,    0,
757,19920915,    0,    0,
757,19920916,    0,    0,
757,19920917,    0,    0,
757,19920918,    0,    0,
757,19920919,    8,    0,
757,19920920,    4,    0,
757,19920921,    0,    0,
757,19920922,   88,    0,
757,19920923,   44,    0,
757,19920924,    0,    0,
757,19920925,    0,    0,
757,19920926,    0,    0,
757,19920927,    0,    0,
757,19920928,    0,    0,
757,19920929,    0,    0,
757,19920930,    0,    0,
757,19921001,    8,    0,
757,19921002,    0,    0,
757,19921003,    0,    0,
757,19921004,    7,    0,
757,19921005,    0,    0,
757,19921006,    7,    0,
757,19921007,   63,    0,
757,19921008,    0,    0,
757,19921009,    0,    0,
757,19921010,   11,    0,
757,19921011,    0,    0,
757,19921012,   12,    0,
757,19921013,    0,    0,
757,19921014,    0,    0,
757,19921015,  130,    0,
757,19921016,  124,    0,
757,19921017,   25,    0,
757,19921018,   39,    0,
757,19921019,   33,    0,
757,19921020,    0,    0,
757,19921021,    0,    0,
757,19921022,   47,    0,
757,19921023,   10,    0,
757,19921024,  124,    0,
757,19921025,  174,    0,
757,19921026,  118,    0,
