DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE

STN      = stationsnummer/stationnumber
YYYYMMDD = datum/date (YYYY=jaar/year MM=maand/month DD=dag/day)
RD       = 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag/
           daily precipitation amount in 0.1 mm over the period 08.00 preceding day - 08.00 UTC present day
SX       = codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC:

           codecijfer/code    sneeuwdikte/snow cover
           1                                    1 cm
           ...                                   ...
           996                                996 cm

           997 gebroken sneeuwdek/broken snow cover < 1 cm
           998 gebroken sneeuwdek/broken snow cover >=1 cm
           999 sneeuwhopen/snow dunes

5 spaties betekent een ontbrekende waarde/5 spaces represents a missing value

STN,YYYYMMDD,   RD,   SX,
757,19700314,    0,    0,
757,19700315,    0,    0,
757,19700316,    0,    0,
757,19700317,    0,    0,
757,19700318,   27,    0,
757,19700319,   10,    0,
757,19700320,    4,    0,
757,19700321,    0,    0,
757,19700322,    0,    0,
757,19700323,    0,    0,
757,19700324,   77,    0,
757,19700325,   81,    0,
757,19700326,    0,    0,
757,19700327,    5,    0,
757,19700328,   55,    2,
757,19700329,   31,    0,
757,19700330,    9,    0,
757,19700331,  144,    0,
757,19700401,   31,  997,
757,19700402,   20,    0,
757,19700403,   29,  997,
757,19700404,    0,    0,
757,19700405,    4,    0,
757,19700406,   67,    0,
757,19700407,   39,    0,
757,19700408,   15,    0,
757,19700409,   14,    0,
757,19700410,   24,    0,
757,19700411,   10,    0,
757,19700412,    3,    0,
757,19700413,   67,    0,
757,19700414,    2,    0,
757,19700415,    0,    0,
757,19700416,   15,    0,
757,19700417,    0,    0,
757,19700418,   24,    0,
757,19700419,    0,    0,
757,19700420,    0,    0,
757,19700421,   11,    0,
757,19700422,   36,    0,
757,19700423,    0,    0,
757,19700424,    6,    0,
757,19700425,   49,    0,
757,19700426,   34,    0,
757,19700427,    8,    0,
757,19700428,    0,    0,
757,19700429,  118,    0,
757,19700430,   24,    0,
757,19700501,    0,    0,
757,19700502,   23,    0,
757,19700503,   22,    0,
757,19700504,    0,    0,
757,19700505,    0,    0,
757,19700506,    0,    0,
757,19700507,    0,    0,
757,19700508,    0,    0,
757,19700509,   46,    0,
757,19700510,    0,    0,
757,19700511,   41,    0,
757,19700512,    0,    0,
757,19700513,    0,    0,
757,19700514,    0,    0,
757,19700515,    0,    0,
757,19700516,   31,    0,
757,19700517,    0,    0,
757,19700518,   96,    0,
757,19700519,    0,    0,
757,19700520,    0,    0,
757,19700521,    0,    0,
757,19700522,    8,    0,
757,19700523,    3,    0,
757,19700524,    0,    0,
757,19700525,    0,    0,
757,19700526,    0,    0,
757,19700527,    0,    0,
757,19700528,    0,    0,
757,19700529,    0,    0,
757,19700530,    7,    0,
757,19700531,    0,    0,
757,19700601,    0,    0,
757,19700602,    0,    0,
757,19700603,    0,    0,
757,19700604,    0,    0,
757,19700605,    0,    0,
757,19700606,    0,    0,
757,19700607,    0,    0,
757,19700608,    0,    0,
757,19700609,    0,    0,
757,19700610,    0,    0,
757,19700611,    0,    0,
757,19700612,    0,    0,
757,19700613,    0,    0,
757,19700614,    0,    0,
757,19700615,    0,    0,
757,19700616,    0,    0,
757,19700617,    0,    0,
757,19700618,    5,    0,
757,19700619,    0,    0,
757,19700620,    0,    0,
757,19700621,    0,    0,
757,19700622,    0,    0,
757,19700623,    0,    0,
757,19700624,    0,    0,
757,19700625,    0,    0,
757,19700626,    0,    0,
757,19700627,    0,    0,
757,19700628,   82,    0,
757,19700629,   14,    0,
757,19700630,  173,    0,
757,19700701,   82,    0,
757,19700702,   98,    0,
757,19700703,   67,    0,
757,19700704,   35,    0,
757,19700705,   10,    0,
757,19700706,    9,    0,
757,19700707,    0,    0,
757,19700708,    0,    0,
757,19700709,    0,    0,
757,19700710,  144,    0,
757,19700711,    0,    0,
757,19700712,    0,    0,
757,19700713,    0,    0,
757,19700714,   11,    0,
757,19700715,  314,    0,
757,19700716,   83,    0,
757,19700717,    3,    0,
757,19700718,    0,    0,
757,19700719,    0,    0,
757,19700720,   81,    0,
757,19700721,  132,    0,
757,19700722,   31,    0,
757,19700723,    0,    0,
757,19700724,    0,    0,
757,19700725,   45,    0,
757,19700726,   23,    0,
757,19700727,   15,    0,
757,19700728,    3,    0,
757,19700729,    0,    0,
757,19700730,    0,    0,
757,19700731,    0,    0,
757,19700801,    0,    0,
757,19700802,    0,    0,
757,19700803,    0,    0,
757,19700804,    0,    0,
757,19700805,    0,    0,
757,19700806,    0,    0,
757,19700807,   57,    0,
757,19700808,  132,    0,
757,19700809,   12,    0,
757,19700810,    0,    0,
757,19700811,   90,    0,
757,19700812,    0,    0,
757,19700813,    0,    0,
757,19700814,   11,    0,
757,19700815,    2,    0,
757,19700816,    0,    0,
757,19700817,    1,    0,
757,19700818,    0,    0,
757,19700819,   10,    0,
757,19700820,   38,    0,
757,19700821,    6,    0,
757,19700822,    0,    0,
757,19700823,    0,    0,
757,19700824,   29,    0,
757,19700825,    0,    0,
757,19700826,    0,    0,
757,19700827,    0,    0,
757,19700828,    0,    0,
757,19700829,    0,    0,
757,19700830,    0,    0,
757,19700831,    0,    0,
757,19700901,    0,    0,
757,19700902,    1,    0,
757,19700903,    2,    0,
757,19700904,    0,    0,
757,19700905,    0,    0,
757,19700906,    0,    0,
757,19700907,    0,    0,
757,19700908,    0,    0,
757,19700909,   65,    0,
757,19700910,   48,    0,
757,19700911,    0,    0,
757,19700912,    7,    0,
757,19700913,   68,    0,
757,19700914,  146,    0,
757,19700915,   49,    0,
757,19700916,  421,    0,
757,19700917,    0,    0,
757,19700918,    0,    0,
757,19700919,    0,    0,
757,19700920,    0,    0,
757,19700921,    1,    0,
757,19700922,   10,    0,
757,19700923,    0,    0,
757,19700924,    0,    0,
757,19700925,    0,    0,
757,19700926,    0,    0,
757,19700927,    0,    0,
757,19700928,    0,    0,
757,19700929,    0,    0,
757,19700930,    3,    0,
757,19701001,   81,    0,
757,19701002,    0,    0,
757,19701003,   92,    0,
757,19701004,   89,    0,
757,19701005,   16,    0,
757,19701006,   10,    0,
757,19701007,   30,    0,
757,19701008,    0,    0,
757,19701009,    0,    0,
757,19701010,    0,    0,
757,19701011,    0,    0,
757,19701012,    0,    0,
757,19701013,    0,    0,
757,19701014,    0,    0,
757,19701015,    0,    0,
757,19701016,    0,    0,
757,19701017,    0,    0,
757,19701018,    0,    0,
757,19701019,    0,    0,
757,19701020,  178,    0,
757,19701021,  301,    0,
757,19701022,   35,    0,
757,19701023,   25,    0,
757,19701024,   12,    0,
757,19701025,   14,    0,
757,19701026,   20,    0,
757,19701027,   75,    0,
757,19701028,   30,    0,
757,19701029,   13,    0,
757,19701030,    0,    0,
757,19701031,    5,    0,
757,19701101,   13,    0,
757,19701102,  108,    0,
757,19701103,  131,    0,
757,19701104,   21,    0,
757,19701105,   60,    0,
757,19701106,    0,    0,
757,19701107,    0,    0,
757,19701108,    2,    0,
757,19701109,    3,    0,
757,19701110,   43,    0,
757,19701111,   14,    0,
757,19701112,    7,    0,
757,19701113,   53,    0,
757,19701114,    0,    0,
757,19701115,    0,    0,
757,19701116,   74,    0,
757,19701117,   33,    0,
757,19701118,   93,    0,
757,19701119,   37,    0,
757,19701120,   27,    0,
757,19701121,   39,    0,
757,19701122,    0,    0,
757,19701123,    0,    0,
757,19701124,   15,    0,
757,19701125,    0,    0,
757,19701126,    0,    0,
757,19701127,    0,    0,
757,19701128,    0,    0,
757,19701129,   10,    0,
757,19701130,    5,    0,
757,19701201,   35,    0,
757,19701202,   39,    0,
757,19701203,   98,    0,
757,19701204,   15,    0,
757,19701205,   95,    0,
757,19701206,    0,    0,
757,19701207,   61,    0,
757,19701208,   33,    0,
757,19701209,    0,    0,
757,19701210,    0,    0,
757,19701211,    0,    0,
757,19701212,    0,    0,
757,19701213,    0,    0,
757,19701214,    0,    0,
757,19701215,    0,    0,
757,19701216,    0,    0,
757,19701217,    0,    0,
757,19701218,    4,    0,
757,19701219,    6,    0,
757,19701220,    5,    0,
757,19701221,   11,    0,
757,19701222,   11,    0,
757,19701223,    0,    0,
757,19701224,    0,    0,
757,19701225,    0,    0,
757,19701226,    0,    0,
757,19701227,    0,    0,
757,19701228,    0,    0,
757,19701229,   30,    4,
757,19701230,    0,    4,
757,19701231,    5,    4,
757,19710101,    5,    2,
757,19710102,  135,  999,
757,19710103,    0,    4,
757,19710104,    6,    4,
757,19710105,    0,    2,
757,19710106,    0,    2,
757,19710107,    0,    2,
757,19710108,    8,    0,
757,19710109,    5,    0,
757,19710110,    0,    0,
757,19710111,    0,    0,
757,19710112,    0,    0,
757,19710113,    0,    0,
757,19710114,    0,    0,
757,19710115,    0,    0,
757,19710116,    5,    0,
757,19710117,    3,    0,
757,19710118,    5,    0,
757,19710119,   15,    0,
757,19710120,    5,    0,
757,19710121,    7,    0,
757,19710122,    2,    0,
757,19710123,   20,    0,
757,19710124,   85,    0,
757,19710125,   25,    0,
757,19710126,   71,    0,
757,19710127,   75,    0,
757,19710128,   93,    0,
757,19710129,   46,    0,
757,19710130,   21,    0,
757,19710131,   44,    0,
757,19710201,    0,    0,
757,19710202,    0,    0,
757,19710203,   44,    0,
757,19710204,    7,    0,
757,19710205,    2,    0,
757,19710206,    0,    0,
757,19710207,    5,    0,
757,19710208,    0,    0,
757,19710209,    0,    0,
757,19710210,    0,    0,
757,19710211,    0,    0,
757,19710212,    0,    0,
757,19710213,    7,    0,
757,19710214,    5,    0,
757,19710215,   21,    0,
757,19710216,  134,    0,
757,19710217,    0,    0,
757,19710218,   25,    0,
757,19710219,    4,    0,
757,19710220,    2,    0,
757,19710221,   67,    0,
757,19710222,    6,    0,
757,19710223,    3,    0,
757,19710224,    0,    0,
757,19710225,    2,    0,
757,19710226,    5,    0,
757,19710227,    0,    0,
757,19710228,    0,    0,
757,19710301,    0,    0,
757,19710302,    4,    2,
757,19710303,   51,    1,
757,19710304,    0,    2,
757,19710305,    0,  997,
757,19710306,   22,    4,
757,19710307,    0,    2,
757,19710308,    1,  997,
757,19710309,    4,  997,
757,19710310,    2,    0,
757,19710311,    2,    0,
757,19710312,   23,    0,
757,19710313,    0,    0,
757,19710314,    0,    0,
757,19710315,   14,    0,
757,19710316,   13,    0,
757,19710317,   30,    0,
757,19710318,   88,    0,
757,19710319,    0,    0,
757,19710320,    6,    0,
757,19710321,    0,    0,
757,19710322,    2,    0,
757,19710323,    0,    0,
757,19710324,    3,    0,
757,19710325,   21,    0,
757,19710326,    0,    0,
757,19710327,   51,    0,
757,19710328,    0,    0,
757,19710329,    0,    0,
757,19710330,    0,    0,
757,19710331,    0,    0,
757,19710401,    0,    0,
757,19710402,    0,    0,
757,19710403,    0,    0,
757,19710404,    0,    0,
757,19710405,    0,    0,
757,19710406,    0,    0,
757,19710407,   15,    0,
757,19710408,    0,    0,
757,19710409,    0,    0,
757,19710410,    0,    0,
757,19710411,    0,    0,
757,19710412,    0,    0,
757,19710413,    0,    0,
757,19710414,    0,    0,
757,19710415,    0,    0,
757,19710416,    0,    0,
757,19710417,   18,    0,
757,19710418,    3,    0,
757,19710419,    0,    0,
757,19710420,    0,    0,
757,19710421,    0,    0,
757,19710422,    5,    0,
757,19710423,    0,    0,
757,19710424,   55,    0,
757,19710425,   33,    0,
757,19710426,    0,    0,
757,19710427,   83,    0,
757,19710428,    8,    0,
757,19710429,    0,    0,
757,19710430,    0,    0,
757,19710501,    0,    0,
757,19710502,    0,    0,
757,19710503,    0,    0,
757,19710504,    0,    0,
757,19710505,    0,    0,
757,19710506,    0,    0,
757,19710507,    0,    0,
757,19710508,    3,    0,
757,19710509,   40,    0,
757,19710510,    0,    0,
757,19710511,    0,    0,
757,19710512,    0,    0,
757,19710513,    0,    0,
757,19710514,    0,    0,
757,19710515,    0,    0,
757,19710516,   28,    0,
757,19710517,  115,    0,
757,19710518,   76,    0,
757,19710519,    0,    0,
757,19710520,    0,    0,
757,19710521,    0,    0,
757,19710522,   12,    0,
757,19710523,   67,    0,
757,19710524,  138,    0,
757,19710525,   78,    0,
757,19710526,    5,    0,
757,19710527,   20,    0,
757,19710528,   75,    0,
757,19710529,    0,    0,
757,19710530,    0,    0,
757,19710531,    0,    0,
757,19710601,    0,    0,
757,19710602,    0,    0,
757,19710603,    0,    0,
757,19710604,    0,    0,
757,19710605,   22,    0,
757,19710606,    0,    0,
757,19710607,    0,    0,
757,19710608,    0,    0,
757,19710609,    0,    0,
757,19710610,    0,    0,
757,19710611,    9,    0,
757,19710612,    0,    0,
757,19710613,   12,    0,
757,19710614,    0,    0,
757,19710615,  272,    0,
757,19710616,  121,    0,
757,19710617,   13,    0,
757,19710618,   45,    0,
757,19710619,  142,    0,
757,19710620,   68,    0,
757,19710621,   14,    0,
757,19710622,   21,    0,
757,19710623,    0,    0,
757,19710624,    0,    0,
757,19710625,    0,    0,
757,19710626,    5,    0,
757,19710627,    7,    0,
757,19710628,  141,    0,
757,19710629,   70,    0,
757,19710630,   45,    0,
757,19710701,    0,    0,
757,19710702,    0,    0,
757,19710703,    0,    0,
757,19710704,    0,    0,
757,19710705,    0,    0,
757,19710706,    0,    0,
757,19710707,    0,    0,
757,19710708,    0,    0,
757,19710709,    0,    0,
757,19710710,    0,    0,
757,19710711,    0,    0,
757,19710712,    0,    0,
757,19710713,    0,    0,
757,19710714,    0,    0,
757,19710715,    0,    0,
757,19710716,    0,    0,
757,19710717,    0,    0,
757,19710718,    0,    0,
757,19710719,    0,    0,
757,19710720,    0,    0,
757,19710721,    0,    0,
757,19710722,    0,    0,
757,19710723,  100,    0,
757,19710724,  155,    0,
757,19710725,   59,    0,
757,19710726,   18,    0,
757,19710727,    0,    0,
757,19710728,   50,    0,
757,19710729,   67,    0,
757,19710730,    0,    0,
757,19710731,    0,    0,
757,19710801,   15,    0,
757,19710802,    0,    0,
757,19710803,    0,    0,
757,19710804,  154,    0,
757,19710805,   15,    0,
757,19710806,  185,    0,
757,19710807,   35,    0,
757,19710808,  108,    0,
757,19710809,    0,    0,
757,19710810,    0,    0,
757,19710811,   18,    0,
757,19710812,    4,    0,
757,19710813,    2,    0,
757,19710814,    3,    0,
757,19710815,   90,    0,
757,19710816,    0,    0,
757,19710817,    0,    0,
757,19710818,    0,    0,
757,19710819,   35,    0,
757,19710820,    0,    0,
757,19710821,    0,    0,
757,19710822,    0,    0,
757,19710823,   93,    0,
757,19710824,    0,    0,
757,19710825,    0,    0,
757,19710826,    0,    0,
757,19710827,    0,    0,
757,19710828,  182,    0,
757,19710829,    0,    0,
757,19710830,    0,    0,
757,19710831,  162,    0,
757,19710901,    0,    0,
757,19710902,    0,    0,
757,19710903,    0,    0,
757,19710904,    0,    0,
757,19710905,    0,    0,
757,19710906,    0,    0,
757,19710907,    0,    0,
757,19710908,    0,    0,
757,19710909,    0,    0,
757,19710910,    0,    0,
757,19710911,    0,    0,
757,19710912,    0,    0,
757,19710913,    0,    0,
757,19710914,    0,    0,
757,19710915,    0,    0,
757,19710916,    0,    0,
757,19710917,    0,    0,
757,19710918,    0,    0,
757,19710919,    0,    0,
757,19710920,    0,    0,
757,19710921,    0,    0,
757,19710922,    0,    0,
757,19710923,    0,    0,
757,19710924,   65,    0,
757,19710925,   45,    0,
757,19710926,    0,    0,
757,19710927,   94,    0,
757,19710928,   75,    0,
757,19710929,    2,    0,
757,19710930,    0,    0,
757,19711001,    0,    0,
757,19711002,    0,    0,
757,19711003,    0,    0,
757,19711004,  114,    0,
757,19711005,   52,    0,
757,19711006,    0,    0,
757,19711007,    0,    0,
757,19711008,    0,    0,
757,19711009,    0,    0,
757,19711010,    0,    0,
757,19711011,    0,    0,
757,19711012,    0,    0,
757,19711013,    0,    0,
757,19711014,  120,    0,
757,19711015,    0,    0,
757,19711016,    0,    0,
757,19711017,    0,    0,
757,19711018,   33,    0,
757,19711019,    8,    0,
757,19711020,   85,    0,
757,19711021,  122,    0,
757,19711022,    0,    0,
757,19711023,    0,    0,
757,19711024,    0,    0,
757,19711025,    0,    0,
757,19711026,    0,    0,
757,19711027,    0,    0,
757,19711028,    0,    0,
757,19711029,    0,    0,
757,19711030,    0,    0,
757,19711031,    0,    0,
757,19711101,    0,    0,
757,19711102,    0,    0,
757,19711103,    0,    0,
757,19711104,    0,    0,
757,19711105,    0,    0,
757,19711106,   12,    0,
757,19711107,   20,    0,
757,19711108,   78,    0,
757,19711109,   85,    0,
757,19711110,    7,    0,
757,19711111,    0,    0,
757,19711112,    0,    0,
757,19711113,    2,    0,
757,19711114,   24,    0,
757,19711115,    1,    0,
757,19711116,    6,    0,
757,19711117,    8,    0,
757,19711118,   66,    0,
757,19711119,  328,    0,
757,19711120,    2,    0,
757,19711121,  102,    0,
757,19711122,   70,    0,
757,19711123,  141,    0,
757,19711124,   34,    0,
757,19711125,    0,    0,
757,19711126,   44,    0,
757,19711127,   17,    0,
757,19711128,    1,    0,
757,19711129,   23,    0,
757,19711130,    0,    0,
757,19711201,   23,    0,
757,19711202,    2,    0,
757,19711203,    0,    0,
757,19711204,    0,    0,
757,19711205,    0,    0,
757,19711206,    0,    0,
757,19711207,    0,    0,
757,19711208,    0,    0,
757,19711209,    2,    0,
757,19711210,   13,    0,
757,19711211,    2,    0,
757,19711212,    0,    0,
757,19711213,    0,    0,
757,19711214,    0,    0,
757,19711215,    0,    0,
757,19711216,    0,    0,
757,19711217,    0,    0,
757,19711218,    0,    0,
757,19711219,    0,    0,
757,19711220,   70,    0,
757,19711221,   14,    0,
757,19711222,    4,    0,
757,19711223,   39,    0,
757,19711224,    2,    0,
757,19711225,    0,    0,
757,19711226,    0,    0,
757,19711227,    0,    0,
757,19711228,    1,    0,
757,19711229,    3,    0,
757,19711230,    0,    0,
757,19711231,    0,    0,
757,19720101,    0,    0,
757,19720102,    0,    0,
757,19720103,   15,    0,
757,19720104,   10,    0,
757,19720105,    2,    0,
757,19720106,    6,    0,
757,19720107,    1,    0,
757,19720108,    0,    0,
757,19720109,    0,    0,
757,19720110,    0,    0,
757,19720111,   18,    0,
757,19720112,   58,    0,
757,19720113,    1,    0,
757,19720114,    5,    0,
757,19720115,    0,    0,
757,19720116,    2,    0,
757,19720117,    0,    0,
757,19720118,    0,    0,
757,19720119,    0,    0,
757,19720120,   38,    0,
757,19720121,   40,    0,
757,19720122,    0,    0,
757,19720123,    0,    0,
757,19720124,    0,    0,
757,19720125,   33,    0,
757,19720126,    0,    0,
757,19720127,   98,    0,
757,19720128,   53,    0,
757,19720129,    0,    0,
757,19720130,    0,    0,
757,19720131,    0,    0,
757,19720201,    5,  997,
757,19720202,   18,    0,
757,19720203,   13,    0,
757,19720204,   60,    0,
757,19720205,    0,    0,
757,19720206,    0,    0,
757,19720207,   49,    0,
757,19720208,   30,    0,
757,19720209,    0,    0,
757,19720210,    0,    0,
757,19720211,   28,    0,
757,19720212,   68,    0,
757,19720213,   16,    0,
757,19720214,    0,    0,
757,19720215,    0,    0,
757,19720216,    0,    0,
757,19720217,    0,    0,
757,19720218,    0,    0,
757,19720219,    0,    0,
757,19720220,    0,    0,
757,19720221,    0,    0,
757,19720222,   50,    0,
757,19720223,    0,    0,
757,19720224,    0,    0,
757,19720225,    0,    0,
757,19720226,    0,    0,
757,19720227,    0,    0,
757,19720228,    0,    0,
757,19720229,    0,    0,
757,19720301,    0,    0,
757,19720302,    0,    0,
757,19720303,    0,    0,
757,19720304,   58,    0,
757,19720305,    0,    0,
757,19720306,    2,    0,
757,19720307,   60,    0,
757,19720308,    0,    0,
757,19720309,    0,    0,
757,19720310,    0,    0,
757,19720311,   55,  997,
757,19720312,    0,    0,
757,19720313,    0,    0,
757,19720314,    0,    0,
757,19720315,    0,    0,
757,19720316,    0,    0,
757,19720317,    0,    0,
757,19720318,    0,    0,
757,19720319,    0,    0,
757,19720320,    0,    0,
757,19720321,    0,    0,
757,19720322,    0,    0,
757,19720323,    0,    0,
757,19720324,    0,    0,
757,19720325,    0,    0,
757,19720326,    7,    0,
757,19720327,   45,    0,
757,19720328,   86,    0,
757,19720329,   41,    0,
757,19720330,    0,    0,
757,19720331,    2,    0,
757,19720401,   74,    0,
757,19720402,   16,    0,
757,19720403,   25,    0,
757,19720404,    0,    0,
757,19720405,   95,    0,
757,19720406,   32,    0,
757,19720407,   15,    0,
757,19720408,   35,    0,
757,19720409,   19,    0,
757,19720410,   16,    0,
757,19720411,   45,    0,
757,19720412,   11,    0,
757,19720413,    0,    0,
757,19720414,    0,    0,
757,19720415,    4,    0,
757,19720416,   12,    0,
757,19720417,    9,    0,
757,19720418,    0,    0,
757,19720419,   21,    0,
757,19720420,   37,    0,
757,19720421,    0,    0,
757,19720422,    0,    0,
757,19720423,    0,    0,
757,19720424,    0,    0,
757,19720425,    0,    0,
757,19720426,    0,    0,
757,19720427,    0,    0,
757,19720428,    8,    0,
757,19720429,    2,    0,
757,19720430,   45,    0,
757,19720501,   30,    0,
757,19720502,    0,    0,
757,19720503,    0,    0,
757,19720504,    0,    0,
757,19720505,    3,    0,
757,19720506,    0,    0,
757,19720507,    0,    0,
757,19720508,    0,    0,
757,19720509,   36,    0,
757,19720510,   45,    0,
757,19720511,   38,    0,
757,19720512,   68,    0,
757,19720513,    0,    0,
757,19720514,   19,    0,
757,19720515,    0,    0,
757,19720516,    0,    0,
757,19720517,   75,    0,
757,19720518,  120,    0,
757,19720519,   14,    0,
757,19720520,    0,    0,
757,19720521,    0,    0,
757,19720522,    0,    0,
757,19720523,    0,    0,
757,19720524,   14,    0,
757,19720525,    0,    0,
757,19720526,   11,    0,
757,19720527,   46,    0,
757,19720528,  122,    0,
757,19720529,   56,    0,
757,19720530,    6,    0,
757,19720531,    0,    0,
757,19720601,    7,    0,
757,19720602,   77,    0,
757,19720603,    0,    0,
757,19720604,    0,    0,
757,19720605,  146,    0,
757,19720606,   74,    0,
757,19720607,   82,    0,
757,19720608,   56,    0,
757,19720609,   28,    0,
757,19720610,   25,    0,
757,19720611,   33,    0,
757,19720612,    0,    0,
757,19720613,    0,    0,
757,19720614,    7,    0,
757,19720615,    0,    0,
757,19720616,    0,    0,
757,19720617,    0,    0,
757,19720618,    0,    0,
757,19720619,   65,    0,
757,19720620,   46,    0,
757,19720621,    0,    0,
757,19720622,   41,    0,
757,19720623,  109,    0,
757,19720624,    0,    0,
757,19720625,    1,    0,
757,19720626,    1,    0,
757,19720627,    0,    0,
757,19720628,  122,    0,
757,19720629,    0,    0,
757,19720630,    0,    0,
757,19720701,    9,    0,
757,19720702,   70,    0,
757,19720703,   93,    0,
757,19720704,    0,    0,
757,19720705,    0,    0,
757,19720706,  184,    0,
757,19720707,    0,    0,
757,19720708,   11,    0,
757,19720709,   33,    0,
757,19720710,   97,    0,
757,19720711,    0,    0,
757,19720712,    0,    0,
757,19720713,    0,    0,
757,19720714,    0,    0,
757,19720715,    0,    0,
757,19720716,    0,    0,
757,19720717,    0,    0,
757,19720718,    0,    0,
757,19720719,    0,    0,
757,19720720,    3,    0,
757,19720721,    2,    0,
757,19720722,  104,    0,
757,19720723,   36,    0,
757,19720724,  152,    0,
757,19720725,    0,    0,
757,19720726,    0,    0,
757,19720727,    0,    0,
757,19720728,  197,    0,
757,19720729,   85,    0,
757,19720730,    0,    0,
757,19720731,    0,    0,
757,19720801,    0,    0,
757,19720802,  103,    0,
757,19720803,  103,    0,
757,19720804,    0,    0,
757,19720805,    0,    0,
757,19720806,    0,    0,
757,19720807,    0,    0,
757,19720808,    9,    0,
757,19720809,   12,    0,
757,19720810,    0,    0,
757,19720811,    0,    0,
757,19720812,    0,    0,
757,19720813,  110,    0,
757,19720814,    0,    0,
757,19720815,   50,    0,
757,19720816,    6,    0,
757,19720817,    0,    0,
757,19720818,  110,    0,
757,19720819,  105,    0,
757,19720820,    2,    0,
757,19720821,    0,    0,
757,19720822,    0,    0,
757,19720823,    0,    0,
757,19720824,    0,    0,
757,19720825,    0,    0,
757,19720826,    0,    0,
757,19720827,    0,    0,
757,19720828,    0,    0,
757,19720829,    0,    0,
757,19720830,    0,    0,
757,19720831,    0,    0,
757,19720901,    0,    0,
757,19720902,    0,    0,
757,19720903,    0,    0,
757,19720904,    0,    0,
757,19720905,    0,    0,
757,19720906,    0,    0,
757,19720907,    0,    0,
757,19720908,    0,    0,
757,19720909,   25,    0,
757,19720910,  220,    0,
757,19720911,  160,    0,
757,19720912,    0,    0,
757,19720913,  105,    0,
757,19720914,   20,    0,
757,19720915,    0,    0,
757,19720916,   20,    0,
757,19720917,   90,    0,
757,19720918,    0,    0,
757,19720919,   66,    0,
757,19720920,    0,    0,
757,19720921,    0,    0,
757,19720922,    0,    0,
757,19720923,    0,    0,
757,19720924,    0,    0,
757,19720925,    0,    0,
757,19720926,    0,    0,
757,19720927,   10,    0,
757,19720928,    0,    0,
757,19720929,    0,    0,
757,19720930,    0,    0,
757,19721001,    0,    0,
757,19721002,    0,    0,
757,19721003,    0,    0,
757,19721004,    0,    0,
757,19721005,    0,    0,
757,19721006,    0,    0,
757,19721007,    0,    0,
757,19721008,    0,    0,
757,19721009,    0,    0,
757,19721010,    0,    0,
757,19721011,    0,    0,
757,19721012,    0,    0,
757,19721013,    0,    0,
757,19721014,    0,    0,
757,19721015,    0,    0,
757,19721016,    0,    0,
757,19721017,    0,    0,
757,19721018,    0,    0,
757,19721019,    0,    0,
757,19721020,   20,    0,
757,19721021,   67,    0,
757,19721022,   60,    0,
757,19721023,   69,    0,
757,19721024,    0,    0,
757,19721025,    0,    0,
757,19721026,    0,    0,
757,19721027,    4,    0,
757,19721028,   64,    0,
757,19721029,    0,    0,
757,19721030,    0,    0,
757,19721031,    0,    0,
757,19721101,    0,    0,
757,19721102,    0,    0,
757,19721103,    0,    0,
757,19721104,    0,    0,
757,19721105,   21,    0,
757,19721106,   14,    0,
757,19721107,   10,    0,
757,19721108,   21,    0,
757,19721109,    7,    0,
757,19721110,    0,    0,
757,19721111,  133,    0,
757,19721112,   42,    0,
757,19721113,  168,    0,
757,19721114,    4,    0,
757,19721115,   22,    0,
757,19721116,    2,    0,
757,19721117,   16,    0,
757,19721118,   42,    0,
757,19721119,    6,    0,
757,19721120,   24,    0,
757,19721121,  120,    0,
757,19721122,   11,    0,
757,19721123,    9,    0,
757,19721124,   29,    0,
757,19721125,   12,    0,
757,19721126,   34,    0,
757,19721127,    0,    0,
757,19721128,    2,    0,
757,19721129,    1,    0,
757,19721130,   13,    0,
757,19721201,    0,    0,
757,19721202,    2,    0,
757,19721203,   12,    0,
757,19721204,    0,    0,
757,19721205,   42,    0,
757,19721206,    2,    0,
757,19721207,    1,    0,
757,19721208,    0,    0,
757,19721209,    8,    0,
757,19721210,   41,    0,
757,19721211,   52,    0,
757,19721212,    0,    0,
757,19721213,    4,    0,
757,19721214,    3,    0,
757,19721215,    1,    0,
757,19721216,    0,    0,
757,19721217,    2,    0,
757,19721218,    0,    0,
757,19721219,    0,    0,
757,19721220,    0,    0,
757,19721221,    0,    0,
757,19721222,    0,    0,
757,19721223,    0,    0,
757,19721224,    0,    0,
757,19721225,    0,    0,
757,19721226,    0,    0,
757,19721227,    4,    0,
757,19721228,    0,    0,
757,19721229,    0,    0,
757,19721230,    0,    0,
757,19721231,    0,    0,
757,19730101,    0,    0,
757,19730102,    0,    0,
757,19730103,    0,    0,
757,19730104,    4,    0,
757,19730105,    0,    0,
757,19730106,    3,    0,
757,19730107,    1,    0,
757,19730108,    2,    0,
757,19730109,    2,    0,
