Tijdstip;Q [m3/s];kg CL / s
31-12-2017 00:00;10.857;0
1-1-2018 00:00;14.536;0
2-1-2018 00:00;12.117;0
3-1-2018 00:00;11.404;0
4-1-2018 00:00;8.419;0
5-1-2018 00:00;7.214;0
6-1-2018 00:00;4.878;0
7-1-2018 00:00;3.375;0
8-1-2018 00:00;1.991;0
9-1-2018 00:00;1.072;0
10-1-2018 00:00;2.036;0
11-1-2018 00:00;2.765;0
12-1-2018 00:00;2.081;0
13-1-2018 00:00;2.048;0
14-1-2018 00:00;1.939;0
15-1-2018 00:00;3.320;0
16-1-2018 00:00;5.522;0
17-1-2018 00:00;4.291;0
18-1-2018 00:00;5.359;0
19-1-2018 00:00;6.061;0
20-1-2018 00:00;5.760;0
21-1-2018 00:00;4.129;0
22-1-2018 00:00;5.655;0
23-1-2018 00:00;4.865;0
24-1-2018 00:00;3.827;0
25-1-2018 00:00;4.333;0
26-1-2018 00:00;2.370;0
27-1-2018 00:00;2.553;0
28-1-2018 00:00;1.210;0
29-1-2018 00:00;0.835;0
30-1-2018 00:00;2.310;0
31-1-2018 00:00;3.334;0
1-2-2018 00:00;4.2889;0
2-2-2018 00:00;4.2889;0
3-2-2018 00:00;4.2889;0
4-2-2018 00:00;5.244;0
5-2-2018 00:00;2.457;0
6-2-2018 00:00;2.196;0
7-2-2018 00:00;1.610;0
8-2-2018 00:00;1.834;0
9-2-2018 00:00;1.669;0
10-2-2018 00:00;1.171;0
11-2-2018 00:00;1.815;0
12-2-2018 00:00;0.881;0
13-2-2018 00:00;2.181;0
14-2-2018 00:00;2.116;0
15-2-2018 00:00;2.238;0
16-2-2018 00:00;1.479;0
17-2-2018 00:00;1.484;0
18-2-2018 00:00;1.347;0
19-2-2018 00:00;1.625;0
20-2-2018 00:00;1.222;0
21-2-2018 00:00;1.358;0
22-2-2018 00:00;1.295;0
23-2-2018 00:00;1.144;0
24-2-2018 00:00;1.354;0
25-2-2018 00:00;1.338;0
26-2-2018 00:00;0.336;0
27-2-2018 00:00;-0.251;0
28-2-2018 00:00;-1.163;0
1-3-2018 00:00;-3.246;0
2-3-2018 00:00;-2.631;0
3-3-2018 00:00;-0.514;0
4-3-2018 00:00;1.080;0
5-3-2018 00:00;0.606;0
6-3-2018 00:00;0.751;0
7-3-2018 00:00;0.593;0
8-3-2018 00:00;-0.343;0
9-3-2018 00:00;2.804;0
10-3-2018 00:00;3.308;0
11-3-2018 00:00;7.966;0
12-3-2018 00:00;7.440;0
13-3-2018 00:00;8.300;0
14-3-2018 00:00;8.006;0
15-3-2018 00:00;7.284;0
16-3-2018 00:00;6.928;0
17-3-2018 00:00;5.196;0
18-3-2018 00:00;2.216;0
19-3-2018 00:00;2.084;0
20-3-2018 00:00;-0.014;0
21-3-2018 00:00;-0.040;0
22-3-2018 00:00;0.720;0
23-3-2018 00:00;2.826;0
24-3-2018 00:00;2.950;0
25-3-2018 00:00;1.831;0
26-3-2018 00:00;0.917;0
27-3-2018 00:00;2.476;0
28-3-2018 00:00;2.161;0
29-3-2018 00:00;2.925;0
30-3-2018 00:00;4.629;0
31-3-2018 00:00;3.678;0
1-4-2018 00:00;5.621;0
2-4-2018 00:00;5.169;0
3-4-2018 00:00;3.855;0
4-4-2018 00:00;3.960;0
5-4-2018 00:00;2.269;0
6-4-2018 00:00;3.474;0
7-4-2018 00:00;3.008;0
8-4-2018 00:00;2.512;0
9-4-2018 00:00;2.181;0
10-4-2018 00:00;2.867;0
11-4-2018 00:00;5.503;0
12-4-2018 00:00;4.042;0
13-4-2018 00:00;2.119;0
14-4-2018 00:00;2.535;0
15-4-2018 00:00;4.521;0
16-4-2018 00:00;2.537;0
17-4-2018 00:00;2.043;0
18-4-2018 00:00;2.397;0
19-4-2018 00:00;2.015;0
20-4-2018 00:00;0.532;0
21-4-2018 00:00;1.147;0
22-4-2018 00:00;0.525;0
23-4-2018 00:00;0.376;0
24-4-2018 00:00;0.578;0
25-4-2018 00:00;0.203;0
26-4-2018 00:00;-0.144;0
27-4-2018 00:00;1.815;0
28-4-2018 00:00;1.116;0
29-4-2018 00:00;1.367;0
30-4-2018 00:00;8.709;0
1-5-2018 00:00;12.549;0
2-5-2018 00:00;7.330;0
3-5-2018 00:00;3.961;0
4-5-2018 00:00;1.963;0
5-5-2018 00:00;1.664;0
6-5-2018 00:00;1.349;0
7-5-2018 00:00;1.502;0
8-5-2018 00:00;1.242;0
9-5-2018 00:00;-0.204;0
10-5-2018 00:00;0.422;0
11-5-2018 00:00;1.423;0
12-5-2018 00:00;0.865;0
13-5-2018 00:00;0.396;0
14-5-2018 00:00;-0.437;0
15-5-2018 00:00;0.452;0
16-5-2018 00:00;-0.806;0
17-5-2018 00:00;-0.770;0
18-5-2018 00:00;-0.191;0
19-5-2018 00:00;0.196;0
20-5-2018 00:00;0.927;0
21-5-2018 00:00;0.853;0
22-5-2018 00:00;1.102;0
