Tijdstip;Q [m3/s];kg CL / s
31-12-2016 00:00;2.8977;0
1-1-2017 00:00;2.7469;0
2-1-2017 00:00;2.2165;0
3-1-2017 00:00;1.846;0
4-1-2017 00:00;0.4186;0
5-1-2017 00:00;2.6741;0
6-1-2017 00:00;2.3777;0
7-1-2017 00:00;3.341;0
8-1-2017 00:00;2.9926;0
9-1-2017 00:00;3.7206;0
10-1-2017 00:00;5.8214;0
11-1-2017 00:00;4.2159;0
12-1-2017 00:00;4.2068;0
13-1-2017 00:00;19.3817;0
14-1-2017 00:00;16.7414;0
15-1-2017 00:00;12.5008;0
16-1-2017 00:00;8.4552;0
17-1-2017 00:00;4.8659;0
18-1-2017 00:00;3.9533;0
19-1-2017 00:00;1.9383;0
20-1-2017 00:00;2.6481;0
21-1-2017 00:00;0.9399;0
22-1-2017 00:00;2.4427;0
23-1-2017 00:00;2.2022;0
24-1-2017 00:00;2.3309;0
25-1-2017 00:00;1.729;0
26-1-2017 00:00;2.1008;0
27-1-2017 00:00;0.2587;0
28-1-2017 00:00;0.8853;0
29-1-2017 00:00;2.4583;0
30-1-2017 00:00;4.9907;0
31-1-2017 00:00;4.3238;0
1-2-2017 00:00;4.3953;0
2-2-2017 00:00;4.1873;0
3-2-2017 00:00;2.9263;0
4-2-2017 00:00;3.198;0
5-2-2017 00:00;3.8038;0
6-2-2017 00:00;3.2864;0
7-2-2017 00:00;3.3839;0
8-2-2017 00:00;3.5958;0
9-2-2017 00:00;3.0797;0
10-2-2017 00:00;2.1983;0
11-2-2017 00:00;2.3062;0
12-2-2017 00:00;2.8756;0
13-2-2017 00:00;2.6702;0
14-2-2017 00:00;3.211;0
15-2-2017 00:00;1.6094;0
16-2-2017 00:00;0.8632;0
17-2-2017 00:00;0.8944;0
18-2-2017 00:00;2.3621;0
19-2-2017 00:00;1.3247;0
20-2-2017 00:00;1.1362;0
21-2-2017 00:00;-0.135;0
22-2-2017 00:00;2.3777;0
23-2-2017 00:00;14.8915;0
24-2-2017 00:00;13.5954;0
25-2-2017 00:00;8.1523;0
26-2-2017 00:00;5.6589;0
27-2-2017 00:00;6.2036;0
28-2-2017 00:00;10.5599;0
1-3-2017 00:00;16.3267;0
2-3-2017 00:00;11.1761;0
3-3-2017 00:00;6.2842;0
4-3-2017 00:00;4.6709;0
5-3-2017 00:00;4.758;0
6-3-2017 00:00;5.4392;0
7-3-2017 00:00;4.6189;0
8-3-2017 00:00;8.5826;0
9-3-2017 00:00;12.0666;0
10-3-2017 00:00;7.9872;0
11-3-2017 00:00;5.2377;0
12-3-2017 00:00;4.1392;0
13-3-2017 00:00;2.3049;0
14-3-2017 00:00;2.1931;0
15-3-2017 00:00;2.0605;0
16-3-2017 00:00;2.0488;0
17-3-2017 00:00;0.507;0
18-3-2017 00:00;2.4752;0
19-3-2017 00:00;4.056;0
20-3-2017 00:00;3.731;0
21-3-2017 00:00;4.47664;0
22-3-2017 00:00;3.7576;0
23-3-2017 00:00;3.89536;0
24-3-2017 00:00;3.0016;0
25-3-2017 00:00;3.10688;0
26-3-2017 00:00;2.40128;0
27-3-2017 00:00;1.47056;0
28-3-2017 00:00;0.66192;0
29-3-2017 00:00;0.40768;0
30-3-2017 00:00;0.88928;0
31-3-2017 00:00;1.23088;0
1-4-2017 00:00;0.86016;0
2-4-2017 00:00;0.69664;0
3-4-2017 00:00;0.64736;0
4-4-2017 00:00;0.61488;0
5-4-2017 00:00;-0.678;0
6-4-2017 00:00;0.36288;0
7-4-2017 00:00;0.08064;0
8-4-2017 00:00;0.7168;0
9-4-2017 00:00;1.72928;0
10-4-2017 00:00;-0.946;0
11-4-2017 00:00;0.20496;0
