Tijdstip;Q [m3/s];kg CL / s
31-12-2016 00:00;2.229;0
1-1-2017 00:00;2.113;0
2-1-2017 00:00;1.705;0
3-1-2017 00:00;1.42;0
4-1-2017 00:00;0.322;0
5-1-2017 00:00;2.057;0
6-1-2017 00:00;1.829;0
7-1-2017 00:00;2.57;0
8-1-2017 00:00;2.302;0
9-1-2017 00:00;2.862;0
10-1-2017 00:00;4.478;0
11-1-2017 00:00;3.243;0
12-1-2017 00:00;3.236;0
13-1-2017 00:00;14.909;0
14-1-2017 00:00;12.878;0
15-1-2017 00:00;9.616;0
16-1-2017 00:00;6.504;0
17-1-2017 00:00;3.743;0
18-1-2017 00:00;3.041;0
19-1-2017 00:00;1.491;0
20-1-2017 00:00;2.037;0
21-1-2017 00:00;0.723;0
22-1-2017 00:00;1.879;0
23-1-2017 00:00;1.694;0
24-1-2017 00:00;1.793;0
25-1-2017 00:00;1.33;0
26-1-2017 00:00;1.616;0
27-1-2017 00:00;0.199;0
28-1-2017 00:00;0.681;0
29-1-2017 00:00;1.891;0
30-1-2017 00:00;3.839;0
31-1-2017 00:00;3.326;0
1-2-2017 00:00;3.381;0
2-2-2017 00:00;3.221;0
3-2-2017 00:00;2.251;0
4-2-2017 00:00;2.46;0
5-2-2017 00:00;2.926;0
6-2-2017 00:00;2.528;0
7-2-2017 00:00;2.603;0
8-2-2017 00:00;2.766;0
9-2-2017 00:00;2.369;0
10-2-2017 00:00;1.691;0
11-2-2017 00:00;1.774;0
12-2-2017 00:00;2.212;0
13-2-2017 00:00;2.054;0
14-2-2017 00:00;2.47;0
15-2-2017 00:00;1.238;0
16-2-2017 00:00;0.664;0
17-2-2017 00:00;0.688;0
18-2-2017 00:00;1.817;0
19-2-2017 00:00;1.019;0
20-2-2017 00:00;0.874;0
21-2-2017 00:00;-0.135;0
22-2-2017 00:00;1.829;0
23-2-2017 00:00;11.455;0
24-2-2017 00:00;10.458;0
25-2-2017 00:00;6.271;0
26-2-2017 00:00;4.353;0
27-2-2017 00:00;4.772;0
28-2-2017 00:00;8.123;0
1-3-2017 00:00;12.559;0
2-3-2017 00:00;8.597;0
3-3-2017 00:00;4.834;0
4-3-2017 00:00;3.593;0
5-3-2017 00:00;3.66;0
6-3-2017 00:00;4.184;0
7-3-2017 00:00;3.553;0
8-3-2017 00:00;6.602;0
9-3-2017 00:00;9.282;0
10-3-2017 00:00;6.144;0
11-3-2017 00:00;4.029;0
12-3-2017 00:00;3.184;0
13-3-2017 00:00;1.773;0
14-3-2017 00:00;1.687;0
15-3-2017 00:00;1.585;0
16-3-2017 00:00;1.576;0
17-3-2017 00:00;0.39;0
18-3-2017 00:00;1.904;0
19-3-2017 00:00;3.12;0
20-3-2017 00:00;2.87;0
21-3-2017 00:00;3.997;0
22-3-2017 00:00;3.355;0
23-3-2017 00:00;3.478;0
24-3-2017 00:00;2.68;0
25-3-2017 00:00;2.774;0
26-3-2017 00:00;2.144;0
27-3-2017 00:00;1.313;0
28-3-2017 00:00;0.591;0
29-3-2017 00:00;0.364;0
