Tijdstip;Q [m3/s];kg CL / s
31-12-2017 00:00;34.2017;0
1-1-2018 00:00;48.9125;0
2-1-2018 00:00;45.1594;0
3-1-2018 00:00;43.3355;0
4-1-2018 00:00;37.4543;0
5-1-2018 00:00;29.4853;0
6-1-2018 00:00;26.7826;0
7-1-2018 00:00;20.2397;0
8-1-2018 00:00;12.7452;0
9-1-2018 00:00;11.4959;0
10-1-2018 00:00;15.6988;0
11-1-2018 00:00;21.2212;0
12-1-2018 00:00;19.6885;0
13-1-2018 00:00;16.7167;0
14-1-2018 00:00;16.9468;0
15-1-2018 00:00;20.072;0
16-1-2018 00:00;50.7013;0
17-1-2018 00:00;48.1845;0
18-1-2018 00:00;48.8826;0
19-1-2018 00:00;52.8632;0
20-1-2018 00:00;45.7418;0
21-1-2018 00:00;41.3803;0
22-1-2018 00:00;43.7619;0
23-1-2018 00:00;36.2596;0
24-1-2018 00:00;29.4736;0
25-1-2018 00:00;31.8838;0
26-1-2018 00:00;22.7799;0
27-1-2018 00:00;17.5305;0
28-1-2018 00:00;20.1474;0
29-1-2018 00:00;22.4289;0
30-1-2018 00:00;21.1081;0
31-1-2018 00:00;29.3943;0
1-2-2018 00:00;54.6507;0
2-2-2018 00:00;60.2901;0
3-2-2018 00:00;67.5428;0
4-2-2018 00:00;44.7837;0
5-2-2018 00:00;28.353;0
6-2-2018 00:00;23.8615;0
7-2-2018 00:00;19.955;0
8-2-2018 00:00;19.6014;0
9-2-2018 00:00;14.2636;0
10-2-2018 00:00;15.6988;0
11-2-2018 00:00;21.3746;0
12-2-2018 00:00;22.8722;0
13-2-2018 00:00;17.4369;0
14-2-2018 00:00;13.7293;0
15-2-2018 00:00;17.2848;0
16-2-2018 00:00;17.7723;0
17-2-2018 00:00;15.4505;0
18-2-2018 00:00;13.6539;0
19-2-2018 00:00;12.3136;0
20-2-2018 00:00;11.3763;0
21-2-2018 00:00;12.3604;0
22-2-2018 00:00;11.4998;0
23-2-2018 00:00;11.0669;0
24-2-2018 00:00;12.0952;0
25-2-2018 00:00;8.2966;0
26-2-2018 00:00;6.8666;0
27-2-2018 00:00;7.5179;0
28-2-2018 00:00;14.8733;0
1-3-2018 00:00;15.0943;0
2-3-2018 00:00;2.1255;0
3-3-2018 00:00;10.543;0
4-3-2018 00:00;7.6609;0
