Tijdstip;IN_DEBIET;UIT_DEBIET;ATMOSFEER_DEBIET;WATERSTAND_VERANDERING_DEBIET;BALANS
;m3/s;m3/s;m3/s;m3/s;m3/s
2018-02-06 00:00;30.857999999999997;30.96129861111111;0.1154513888888889;-4.7785206861398165e-15;0.012152777777779405
2018-02-07 00:00;28.635;29.633553240740742;1.1160300925925926;0.0;0.11747685185185208
2018-02-08 00:00;29.458;29.320268518518514;-0.1539351851851852;4.7785206861398165e-15;-0.016203703703705472
2018-02-09 00:00;28.711;28.779865740740743;0.07696759259259259;0.0;0.008101851851848557
2018-02-10 00:00;25.121999999999996;24.708805555555557;-0.4618055555555556;-9.557041372279633e-15;-0.04861111111110671
2018-02-11 00:00;26.782;26.299939814814813;-0.5387731481481483;0.0;-0.056712962962961355
2018-02-12 00:00;27.77;27.632268518518508;-0.1539351851851852;9.557041372279633e-15;-0.016203703703703148
2018-02-13 00:00;25.474;24.854208333333343;-0.6927083333333334;-9.557041372279633e-15;-0.07291666666666662
2018-02-14 00:00;26.061999999999998;25.442208333333323;-0.6927083333333334;9.557041372279633e-15;-0.07291666666666798
2018-02-15 00:00;21.628;21.421402777777786;-0.2309027777777778;-9.557041372279633e-15;-0.024305555555553904
2018-02-16 00:00;22.579;21.95920833333333;-0.6927083333333334;4.7785206861398165e-15;-0.07291666666666674
2018-02-17 00:00;24.176;23.487342592592586;-0.7696759259259262;4.7785206861398165e-15;-0.08101851851851904
2018-02-18 00:00;24.404;23.7153425925926;-0.7696759259259262;-4.7785206861398165e-15;-0.08101851851852016
2018-02-19 00:00;23.419999999999998;22.66247685185185;-0.8466435185185184;4.7785206861398165e-15;-0.08912037037037435
2018-02-20 00:00;23.087;22.32947685185185;-0.8466435185185184;4.7785206861398165e-15;-0.08912037037037435
2018-02-21 00:00;24.767;24.009476851851858;-0.8466435185185184;-4.7785206861398165e-15;-0.0891203703703719
2018-02-22 00:00;31.364;30.606476851851852;-0.8466435185185184;4.7785206861398165e-15;-0.08912037037037435
